CALLSIGN,FREQ,SITENAME,SITELOC,ST,LAT,LON,PWR,STATUS,WFO,COUNTY
KIH50,162.425,Inverness,Inverness,AR,33.376306,-90.542278,1045,NORMAL,Jackson|MS,Chicot|East Carroll|West Carroll|Bolivar|Carroll|Grenada|Holmes|Humphreys|Issaquena|Leflore|Sharkey|Sunflower|Tallahatchie|Washington|Yazoo
KIH51,162.475,Ackerman,Ackerman,MS,33.353944,-89.15,1000,NORMAL,Jackson|MS,Attala|Calhoun|Carroll|Chickasaw|Choctaw|Clay|Grenada|Leflore|Lowndes|Monroe|Montgomery|Noxubee|Oktibbeha|Webster|Winston|Yalobusha
KIH52,162.550,Oxford,Taylor,MS,34.2908,-89.706056,900,NORMAL,Memphis|TN,Benton|Calhoun|Chickasaw|Coahoma|DeSoto|Grenada|Lafayette|Marshall|Panola|Pontotoc|Quitman|Tallahatchie|Tate|Tunica|Union|Yalobusha
KIH53,162.400,Booneville,Dumas,MS,34.709472,-88.843556,1060,NORMAL,Memphis|TN,Alcorn|Benton|Itawamba|Lee|Pontotoc|Prentiss|Tippah|Tishomingo|Union|Hardeman|Hardin|McNairy
KIH54,162.550,Birmingham,WBIQ TV,AL,33.489083,-86.799306,1020,NORMAL,Birmingham|AL,Bibb|Blount|Chilton|Coosa|Jefferson|Shelby|St. Clair|Tuscaloosa|Walker
KIH55,162.400,Montgomery,WAIQ TV,AL,32.381944,-86.292583,911,NORMAL,Birmingham|AL,Autauga|Bullock|Butler|Chilton|Coosa|Crenshaw|Dallas|Elmore|Lowndes|Macon|Montgomery|Pike|Tallapoosa|Wilcox
KIH56,162.475,Louisville,Texasville,AL,31.718056,-85.434139,1000,NORMAL,Birmingham|AL,Barbour|Bullock|Coffee|Crenshaw|Dale|Geneva|Henry|Pike|Russell|Quitman
KIH57,162.475,Florence,Crooked Oak,AL,34.5839,-87.7872,1000,NORMAL,Huntsville|AL,Colbert|Franklin|Lauderdale|Lawrence|Marion|Itawamba
KIH58,162.475,Anniston,Mt. Cheaha,AL,33.485139,-85.808889,299,NORMAL,Birmingham|AL,Calhoun|Chambers|Cherokee|Clay|Cleburne|Coosa|Etowah|Jefferson|Randolph|Shelby|St. Clair|Talladega|Tallapoosa|Carroll
KIH59,162.550,Dozier,Dozier,AL,31.554444,-86.392222,1000,NORMAL,Mobile|AL,Butler|Coffee|Conecuh|Covington|Crenshaw|Escambia|Geneva|Lowndes|Montgomery|Pike|Okaloosa|Santa Rosa|Walton
KIH60,162.400,Tuscaloosa,Holt,AL,33.214167,-87.489972,1000,NORMAL,Birmingham|AL,Bibb|Fayette|Greene|Hale|Jefferson|Pickens|Tuscaloosa|Lowndes|Noxubee
KIH61,162.400,Omaha,Omaha,IA,41.257722,-96.009333,991,NORMAL,Omaha/Valley|NE,Harrison|Mills|Pottawattamie|Burt|Cass|Dodge|Douglas|Otoe|Sarpy|Saunders|Washington
KIH62,162.400,Fresno,Bear Mtn.,CA,36.74569,-119.283556,300,NORMAL,Hanford|CA,Fresno|Kern|Kings|Madera|Mariposa|Merced|Tulare
KIH63,162.475,Orlando,Orlando,FL,28.5943,-81.4199,1000,NORMAL,Melbourne|FL,Brevard|Lake|Orange|Osceola|Polk|Seminole|Volusia
KJY57,162.450,Driggs,Relay Ridge,ID,43.706667,-111.344444,100,NORMAL,Pocatello|ID,Bonneville|Clark|Fremont|Jefferson|Madison|Teton
KJY60,162.475,Coalville/ Park City,Lewis Peak,UT,40.854444,-111.481111,100,NORMAL,Salt Lake City|UT,Morgan|Summit
KJY61,162.425,Escalante,Barney Top Mountain,UT,37.756389,-111.874722,75,NORMAL,Salt Lake City|UT,Garfield
KJY62,162.500,Michigan City,La Porte,IN,41.660833,-86.751667,1000,NORMAL,Northern Indiana|IN,Fulton|La Porte|Marshall|Porter|Pulaski|St. Joseph|Starke|Berrien
KJY63,162.500,Forest City,Hancock,IA,43.262222,-93.638583,302,NORMAL,Des Moines|IA,Cerro Gordo|Franklin|Hancock|Kossuth|Winnebago|Worth|Wright|Faribault|Freeborn
KJY64,162.450,Delaware,Delaware County,IA,42.479722,-91.346111,300,NORMAL,Quad Cities|IA,Buchanan|Clayton|Delaware|Dubuque|Fayette|Jones|Linn
KJY68,162.500,Chillicothe,Ross County,OH,39.329444,-82.802222,300,NORMAL,Wilmington|OH,Fairfield|Fayette|Hocking|Jackson|Pickaway|Pike|Ross|Vinton
KJY69,162.550,Alpine,Alpine,TX,30.319167,-103.617778,1000,NORMAL,Midland/Odessa|TX,Brewster|Jeff Davis|Presidio
KJY73,162.525,Saint Paul Island,Saint Paul Island,AK,57.12,-170.281111,5,OUT OF SERVICE,Anchorage|AK,Aleutians West
KJY75,162.525,Kemmerer,Kemmerer,WY,41.838611,-110.504722,300,NORMAL,Riverton|WY,Lincoln
KJY76,162.475,Crystal Falls,Crystal Falls,MI,46.100833,-88.540278,1000,NORMAL,Marquette|MI,Iron
KJY77,162.400,Antlers,Antlers,OK,34.224944,-95.625167,323,NORMAL,Tulsa|OK,Atoka|Bryan|Choctaw|Pushmataha
KJY78,162.450,New Taiton,El Campo,TX,29.313889,-96.334444,1000,NORMAL,Houston/Galveston|TX,Austin|Colorado|Fort Bend|Jackson|Lavaca|Matagorda|Wharton
KJY79,162.550,Tabiona,Mount Tabby,UT,40.355278,-110.7994,300,NORMAL,Salt Lake City|UT,Duchesne|Uintah|Wasatch
KJY80,162.450,Red Wing,Red Wing,MN,44.524056,-92.576444,359,NORMAL,Twin Cities/Chanhassen|MN,Dakota|Goodhue|Wabasha|Washington|Buffalo|Pepin|Pierce|St. Croix
KJY81,162.500,Canon City,Canon City,CO,38.515278,-105.3075,300,NORMAL,Pueblo|CO,Fremont
KJY82,162.450,Neosho,Newton County,KS,36.879889,-94.4255,981,NORMAL,Springfield|MO,Cherokee|Jasper|McDonald|Newton|Ottawa
KJY83,162.500,Carthage,Carthage,MS,32.724556,-89.545583,1230,NORMAL,Jackson|MS,Attala|Holmes|Leake|Madison|Neshoba|Newton|Rankin|Scott
KJY84,162.425,Anton,Anton,CO,39.704672,-103.254062,300,NORMAL,Boulder|CO,Washington
KJY85,162.525,Statesville,Statesville,NC,35.7333,-80.88944,1000,NORMAL,Greenville-Spartanburg|SC,Alexander|Cabarrus|Catawba|Davidson|Davie|Gaston|Iredell|Lincoln|Mecklenburg|Rowan
KJY86,162.525,South Boston,South Boston,NC,36.733056,-78.933889,1000,NORMAL,Blacksburg|VA,Caswell|Granville|Person|Campbell|Charlotte|City of Danville|Halifax|Lunenburg|Mecklenburg|Pittsylvania
KJY87,162.425,Cold Bay,Cold Bay,AK,55.2503,-162.763364,5,NORMAL,Anchorage|AK,Aleutians East
KJY88,162.475,Perryton,Perryton,OK,36.418194,-100.802028,320,NORMAL,Amarillo|TX,Beaver|Texas|Hansford|Lipscomb|Ochiltree|Roberts
KJY93,162.425,Muncie,Ball State Muncie,IN,40.093611,-85.392222,1000,OUT OF SERVICE,Indianapolis|IN,Blackford|Delaware|Grant|Henry|Jay|Madison|Randolph
KJY94,162.450,Chickasha,Chickasha,OK,35.04675,-97.775722,345,NORMAL,Norman|OK,Caddo|Canadian|Cleveland|Comanche|Garvin|Grady|McClain|Stephens
KJY95,162.550,Wewoka,Wewoka,OK,35.095306,-96.545917,1030,NORMAL,Norman|OK,Coal|Hughes|Lincoln|Okfuskee|Pontotoc|Pottawatomie|Seminole
KJY96,162.500,Guymon,Hooker,OK,36.764889,-101.209361,1070,NORMAL,Amarillo|TX,Beaver|Cimarron|Texas|Hansford|Sherman
KJY97,162.525,Childress,Childress,OK,34.4389,-100.218722,1060,NORMAL,Lubbock|TX,Greer|Harmon|Jackson|Briscoe|Childress|Collingsworth|Cottle|Dickens|Donley|Floyd|Foard|Hall|Hardeman|King|Knox|Motley
KJY99,162.525,Accomack,Onley (AG),MD,37.8425,-75.571389,1000,NORMAL,Wakefield|VA,Somerset|Worcester|Accomack|Northampton
KPS502,162.425,Mullen,Mullen,NE,41.986389,-101.039722,1000,NORMAL,North Platte|NE,Cherry|Grant|Hooker|McPherson|Thomas
KPS503,162.550,Glennallen,Glennallen,AK,62.103876,-146.174541,1000,NORMAL,Anchorage|AK,Copper River|Matanuska-Susitna
KPS504,162.400,Nenana,Nenana,AK,64.581944,-149.079444,300,NORMAL,Fairbanks|AK,Denali|Southeast Fairbanks|Yukon-Koyukuk
KPS505,162.500,Sumterville,Sumterville,FL,28.763889,-82.059722,1000,NORMAL,Tampa Bay Area|FL,Citrus|Hernando|Lake|Marion|Sumter
KPS506,162.500,Washington,Wilkes County,GA,33.721583,-82.722333,319,NORMAL,Peachtree City|GA,Wilkes
KPS507,162.525,Glentana,Randel,MT,48.794444,-106.245556,60,NORMAL,Glasgow|MT,Daniels|Valley
KPS509,162.500,Salmon,Mt Baldy,ID,45.145278,-114.008333,100,NORMAL,Missoula|MT,Lemhi
KPS511,162.500,Great Bend,Great Bend,KS,38.447944,-98.76925,1060,NORMAL,Wichita|KS,Barton|Ellsworth|Pawnee|Rice|Rush|Russell|Stafford
KQC45,162.500,Bullhead City,Spirit Mtn.,AZ,35.247222,-114.743333,200,NORMAL,Las Vegas|NV,Mohave|San Bernardino|Clark
KSC43,162.450,Gore Mtn.,Gore Mtn.,NY,43.672778,-74.048889,300,NORMAL,Albany|NY,Essex|Fulton|Hamilton|Saratoga|Warren|Washington|Addison|Rutland
KUT404,162.450,Aberdeen,Hatley,AL,33.839167,-88.5739,300,NORMAL,Memphis|TN,Lamar|Chickasaw|Clay|Itawamba|Lee|Lowndes|Monroe|Pontotoc
KWL22,162.425,Malibu Marine,Point Dume,CA,34.0144,-118.812,300,NORMAL,Los Angeles|CA,Los Angeles
KWN30,162.550,Kotzebue,Kotzebue,AK,66.8861,-162.613611,1000,DEGRADED,Fairbanks|AK,Northwest Arctic
KWN31,162.500,Cumby,Greenville,TX,33.140405,-95.80875,1060,NORMAL,Fort Worth-Dallas|TX,Collin|Delta|Fannin|Franklin|Hopkins|Hunt|Kaufman|Rains|Rockwall|Van Zandt|Wood
KWN32,162.425,Gilmer,Longview,TX,32.727278,-94.917639,1060,NORMAL,Shreveport|LA,Camp|Cass|Franklin|Gregg|Harrison|Marion|Morris|Titus|Upshur|Wood
KWN33,162.450,Stephenville,Dublin,TX,32.12853,-98.303333,1090,NORMAL,Fort Worth-Dallas|TX,Bosque|Brown|Comanche|Eastland|Erath|Hamilton|Hood|Mills|Palo Pinto|Somervell
KWN34,162.450,Palestine,Palestine,TX,31.717806,-95.649667,1010,NORMAL,Fort Worth-Dallas|TX,Anderson|Cherokee|Freestone|Henderson|Houston|Leon|Navarro
KWN35,162.475,Morgantown,Harmony Grove,PA,39.6084,-79.9878,340,NORMAL,Pittsburgh|PA,Fayette|Greene|Harrison|Marion|Monongalia|Preston|Taylor|Wetzel
KWN36,162.500,Greggs Knob,Terra Alta,MD,39.510611,-79.533139,329,NORMAL,Pittsburgh|PA,Garrett|Barbour|Marion|Monongalia|Preston|Taylor|Tucker
KWN37,162.425,Sweetwater,Sweetwater,TX,32.346361,-100.352,335,NORMAL,San Angelo|TX,Fisher|Jones|Mitchell|Nolan|Scurry|Taylor
KWN38,162.550,Morriston,Gulf Hammock,FL,29.2844,-82.663889,1000,NORMAL,Tampa Bay Area|FL,Citrus|Dixie|Levy
KWN39,162.525,Jackson,Snow King Mountain Resort,WY,43.46306,-110.7633,300,NORMAL,Riverton|WY,Teton
KWN40,162.525,Fort Morgan,Fort Morgan,CO,40.244425,-103.8978,300,NORMAL,Boulder|CO,Logan|Morgan|Washington
KWN41,162.500,Shubert,Shubert,KS,40.219694,-95.665583,1000,NORMAL,Omaha/Valley|NE,Brown|Doniphan|Nemaha|Atchison|Holt|Johnson|Otoe|Pawnee|Richardson
KWN42,162.475,Rolla,Rolla,ND,48.8475,-99.656389,300,NORMAL,Bismarck|ND,Bottineau|McHenry|Pierce|Rolette|Towner
KWN43,162.500,Langdon,Langdon,ND,48.754972,-98.361139,301,NORMAL,Grand Forks|ND,Cavalier
KWN44,162.450,Cavalier,Hansel,ND,48.733973,-97.750932,297,NORMAL,Grand Forks|ND,Pembina
KWN45,162.450,Willow City,Bottineau,ND,48.604167,-100.303056,300,NORMAL,Bismarck|ND,Bottineau|McHenry|Pierce|Rolette|Towner
KWN46,162.525,Sheyenne,Sheyenne,ND,47.775501,-99.146556,1000,NORMAL,Grand Forks|ND,Benson|Eddy|Foster|Griggs|Pierce|Ransom|Stutsman|Wells
KWN47,162.450,Storm Lake,Lakeside,IA,42.6497,-95.2119,301,NORMAL,Sioux Falls|SD,Buena Vista|Cherokee|Ida|Pocahontas|Sac
KWN48,162.525,Sanborn,Sanborn,IA,43.180917,-95.643139,302,NORMAL,Sioux Falls|SD,OBrien|Osceola|Sioux
KWN49,162.500,Atoka,Atoka,OK,34.376639,-96.109278,316,NORMAL,Norman|OK,Atoka|Bryan|Coal|Johnston|Pontotoc
KWN50,162.450,Ashburn,Ashburn,GA,31.639444,-83.749444,300,NORMAL,Tallahassee|FL,Crisp|Dougherty|Lee|Tift|Turner|Worth
KWN51,162.425,Uvalde,Uvalde,TX,29.247028,-99.796111,1010,NORMAL,Austin/San Antonio|TX,Uvalde
KWN52,162.525,Lobelville,Lobelville,TN,35.7658,-87.8317,1020,NORMAL,Nashville|TN,Benton|Decatur|Henderson|Hickman|Humphreys|Lewis|Perry|Wayne
KWN53,162.450,Centerville,Hickman County,TN,35.736639,-87.373806,308,NORMAL,Nashville|TN,Hickman|Lewis|Maury
KWN54,162.425,Durango,Durango,CO,37.363889,-107.7825,300,NORMAL,Grand Junction|CO,Archuleta|La Plata|Rio Arriba|San Juan
KWN55,162.425,Jamestown,Prairie Home,MO,38.750333,-92.559,1020,NORMAL,St. Louis|MO,Boone|Cole|Cooper|Howard|Moniteau
KWN56,162.525,Steamboat Springs,Walton Peak,CO,40.354444,-106.698889,300,NORMAL,Grand Junction|CO,Grand|Jackson|Moffat|Routt|Summit
KWN59,162.500,Kirwin,Phillipsburg,KS,39.6036,-99.121667,1070,NORMAL,Hastings|NE,Norton|Osborne|Phillips|Rooks|Smith|Franklin|Harlan
KWN60,162.525,Lamar,Prowers County,CO,38.0381,-102.4297,1000,NORMAL,Pueblo|CO,Baca|Bent|Kiowa|Prowers
KWN62,162.525,Ord,Ord,NE,41.7144,-98.868778,230,NORMAL,Hastings|NE,Custer|Garfield|Greeley|Howard|Loup|Sherman|Valley|Wheeler
KWO35,162.550,New York City,Empire State Building,CT,40.748477,-73.9853,1000,NORMAL,New York|NY,Fairfield|Bergen|Essex|Hudson|Hunterdon|Middlesex|Monmouth|Morris|Passaic|Somerset|Sussex|Union|Warren|Bronx|Kings|Nassau|New York|Orange|Putnam|Queens|Richmond|Rockland|Suffolk|Westchester
KWO37,162.550,Los Angeles,Mt. Lukens/Tujunga,CA,34.268722,-118.237694,340,NORMAL,Los Angeles|CA,Los Angeles|Ventura
KWO39,162.550,Chicago,Wood Dale,IL,41.878889,-87.636111,300,NORMAL,Chicago|IL,Cook|DuPage|Lake|Porter
KXI20,162.525,Chadron,Chadron St. Park,NE,42.635,-103.103333,1000,NORMAL,Cheyenne|WY,Box Butte|Dawes|Sheridan|Sioux
KXI21,162.500,Yankton,Gavins Point Dam,NE,42.842056,-97.484611,1000,NORMAL,Sioux Falls|SD,Cedar|Knox|Bon Homme|Clay|Hutchinson|Turner|Yankton
KXI22,162.500,Brasstown Bald,Brasstown Bald Mtn.,GA,34.874167,-83.811944,100,NORMAL,Peachtree City|GA,Fannin|Lumpkin|Towns|Union|White|Clay
KXI23,162.525,Greer,Greens Peak,AZ,34.1119,-109.574553,300,NORMAL,Flagstaff|AZ,Apache|Coconino|Gila|Navajo
KXI24,162.475,Safford,Solomon,AZ,32.649444,-109.849167,80,NORMAL,Tucson|AZ,Cochise|Graham|Greenlee
KXI25,162.425,Pickstown,Lake Andes,NE,43.065,-98.4892,302,NORMAL,Sioux Falls|SD,Boyd|Holt|Charles Mix|Douglas|Gregory
KXI26,162.450,Hopkinsville,Hopkinsville,KY,36.879444,-87.504722,300,NORMAL,Paducah|KY,Christian|Todd|Trigg
KXI27,162.425,Forks,Clearwater,WA,47.749167,-124.177778,330,NORMAL,Seattle/Tacoma|WA,Clallam|Grays Harbor|Jefferson
KXI28,162.450,Sandersville,Sandersville,GA,32.981444,-82.80525,1020,NORMAL,Peachtree City|GA,Baldwin|Emanuel|Glascock|Hancock|Jefferson|Johnson|Laurens|Treutlen|Warren|Washington|Wilkinson
KXI29,162.475,Whittier,Whittier,AK,60.7769,-148.69037,100,NORMAL,Anchorage|AK,Chugach
KXI30,162.475,Wendover,Wendover Peak,NV,40.754444,-114.019444,100,NORMAL,Salt Lake City|UT,Elko|Box Elder|Tooele
KXI31,162.450,Jeffers,Windom,MN,44.0567,-95.1956,1040,NORMAL,Sioux Falls|SD,Brown|Cottonwood|Jackson|Murray|Nobles|Redwood|Watonwan
KXI32,162.550,Appleton,Appleton,MN,45.1675,-95.999722,1000,NORMAL,Aberdeen|SD,Big Stone|Chippewa|Kandiyohi|Lac qui Parle|Pope|Renville|Stevens|Swift|Yellow Medicine|Deuel|Grant
KXI33,162.450,West Branch,West Branch,MI,44.276972,-84.313278,1000,NORMAL,Gaylord|MI,Arenac|Gladwin|Iosco|Ogemaw|Roscommon
KXI34,162.550,Rock Springs,Rock Springs,UT,41.430556,-109.120278,300,NORMAL,Riverton|WY,Daggett|Sweetwater
KXI35,162.500,Alton,Alton,MO,36.6983,-91.4103,300,NORMAL,Springfield|MO,Howell|Oregon|Shannon
KXI37,162.425,Rawlins,Elk Mtn.,WY,41.6794,-107.2364,300,NORMAL,Cheyenne|WY,Carbon|Sweetwater
KXI38,162.525,West Plains,West Plains,MO,36.6936,-91.8833,291,NORMAL,Springfield|MO,Douglas|Howell|Oregon|Ozark
KXI39,162.525,New Ulm,New Ulm,MN,44.2772,-94.440778,1010,NORMAL,Twin Cities/Chanhassen|MN,Blue Earth|Brown|Cottonwood|Faribault|Jackson|Martin|McLeod|Nicollet|Redwood|Renville|Sibley|Watonwan
KXI41,162.500,Crystal Lake,Crystal Lake,IL,42.259444,-88.3625,300,NORMAL,Chicago|IL,Boone|Cook|Kane|Lake|McHenry|Kenosha|Walworth
KXI42,162.450,Chester,Chester,IL,37.953139,-89.876639,315,NORMAL,St. Louis|MO,Perry|Randolph|Ste. Genevieve
KXI43,162.450,Grand Marais,Bogus Lake,MN,47.8664,-90.143889,300,NORMAL,Duluth|MN,Cook
KXI44,162.500,Ely,Ely,MN,47.894444,-91.863333,300,NORMAL,Duluth|MN,Lake|St. Louis
KXI45,162.525,Gunflint Lake,Gunflint Lake,MN,48.078333,-90.76,300,OUT OF SERVICE,Duluth|MN,Cook|Lake
KXI46,162.500,Shelbyville,Shelbyville,IL,39.306111,-88.935556,300,NORMAL,Lincoln|IL,Christian|Effingham|Fayette|Moultrie|Shelby
KXI47,162.525,Paris,Paris,IL,39.552222,-87.7,300,NORMAL,Lincoln|IL,Clark|Coles|Douglas|Edgar|Vigo
KXI48,162.450,Newton,Newton,IL,38.964105,-88.2231,1000,NORMAL,Lincoln|IL,Clark|Clay|Crawford|Cumberland|Edwards|Effingham|Jasper|Lawrence|Richland|Wayne
KXI49,162.475,Salem,Salem,IL,38.5439,-88.9245,1070,NORMAL,St. Louis|MO,Bond|Clinton|Fayette|Jefferson|Marion|Washington|Wayne
KXI50,162.500,Russell,Russell,MN,44.313639,-95.957472,1060,NORMAL,Sioux Falls|SD,Lincoln|Lyon|Murray|Pipestone|Redwood|Yellow Medicine
KXI52,162.400,McLeansboro,McLeansboro,IL,38.1139,-88.5458,300,NORMAL,Paducah|KY,Gallatin|Hamilton|Saline|White
KXI54,162.425,Burkeville,Burkeville,LA,31.17325,-93.56762,1000,NORMAL,Lake Charles|LA,Beauregard|Sabine|Vernon|Jasper|Newton|San Augustine
KXI55,162.500,Onalaska,Onalaska,TX,30.849722,-95.1097,1000,NORMAL,Houston/Galveston|TX,Houston|Montgomery|Polk|San Jacinto|Trinity|Walker
KXI56,162.525,Gonzales,Gonzales,TX,29.546667,-97.406667,1000,NORMAL,Austin/San Antonio|TX,Caldwell|DeWitt|Gonzales|Guadalupe|Lavaca
KXI57,162.525,Ardmore,Davis,OK,34.41625,-97.15,340,NORMAL,Norman|OK,Carter|Garvin|Jefferson|Johnston|Love|Marshall|Murray|Pontotoc|Stephens
KXI58,162.400,Plano,Yorkville,IL,41.6061,-88.4525,300,NORMAL,Chicago|IL,DeKalb|DuPage|Grundy|Kane|Kendall|La Salle|Will
KXI59,162.450,Philip,Philip,SD,43.981111,-101.642778,1000,NORMAL,Rapid City|SD,Haakon|Jackson|Pennington
KXI60,162.525,Decorah,Decorah,IA,43.2875,-91.8844,300,NORMAL,La Crosse|WI,Allamakee|Chickasaw|Fayette|Howard|Winneshiek|Fillmore|Houston
KXI62,162.450,Montezuma,Montezuma,IA,41.6108,-92.562722,299,NORMAL,Des Moines|IA,Iowa|Jasper|Keokuk|Mahaska|Marion|Poweshiek|Tama
KXI65,162.450,Lenox,Lenox,IA,40.842306,-94.632556,302,NORMAL,Des Moines|IA,Adair|Adams|Ringgold|Taylor|Union
KXI66,162.425,Piedmont,Piedmont,MO,37.0931,-90.8439,1000,NORMAL,Paducah|KY,Butler|Carter|Reynolds|Ripley|Wayne
KXI68,162.450,St. Ansgar,Kirkwood & 420th,IA,43.372222,-92.833056,1000,NORMAL,La Crosse|WI,Cerro Gordo|Chickasaw|Floyd|Howard|Mitchell|Worth|Freeborn|Mower
KXI70,162.450,Jerseyville,Jerseyville,IL,39.104194,-90.264611,311,NORMAL,St. Louis|MO,Calhoun|Greene|Jersey|Macoupin|Madison
KXI71,162.525,Arlington,Arlington,SD,44.355278,-97.123889,1060,NORMAL,Sioux Falls|SD,Brookings|Clark|Deuel|Hamlin|Kingsbury|Lake|Miner
KXI73,162.450,Backbone Mountain,Thomas,MD,39.1456,-79.5766,145,NORMAL,Pittsburgh|PA,Garrett|Barbour|Grant|Preston|Randolph|Tucker
KXI74,162.525,Monterville,Point Mountain,WV,38.5658,-80.151944,300,NORMAL,Charleston|WV,Lewis|Pocahontas|Randolph|Upshur|Webster
KXI75,162.475,Blue Ridge,Blue Ridge,GA,34.8675,-84.333889,300,NORMAL,Peachtree City|GA,Fannin|Gilmer|Cherokee|Polk
KXI76,162.450,La Grange,La Grange,AL,33.021361,-84.997833,324,NORMAL,Peachtree City|GA,Chambers|Randolph|Carroll|Coweta|Heard|Meriwether|Troup
KXI77,162.400,Eastman,Eastman,GA,32.217583,-83.224944,1050,NORMAL,Peachtree City|GA,Ben Hill|Bleckley|Crisp|Dodge|Dooly|Houston|Johnson|Laurens|Peach|Pulaski|Telfair|Treutlen|Turner|Twiggs|Wheeler|Wilcox|Wilkinson
KXI79,162.425,Hillsboro,Coffeen-Hillsboro,IL,39.170574,-89.512124,312,OUT OF SERVICE,St. Louis|MO,Bond|Fayette|Macoupin|Montgomery
KXI80,162.475,Craig,Craig,AK,55.474069,-133.137279,300,NORMAL,Juneau|AK,Prince of Wales-Hyder
KXI81,162.450,Clayton,Clayton-Tiger,GA,34.8456,-83.4997,300,NORMAL,Greenville-Spartanburg|SC,Banks|Franklin|Habersham|Hall|Rabun|Stephens|Towns|White|Macon|Oconee
KXI82,162.450,Grangeville,Grangeville,ID,45.863611,-116.122778,25,NORMAL,Spokane|WA,Idaho
KXI83,162.425,Kingman,Hayden Peak,AZ,35.094191,-113.905661,100,NORMAL,Las Vegas|NV,La Paz|Mohave|San Bernardino|Clark
KXI84,162.400,Lake Havasu,Ram Mtn.,AZ,34.616667,-114.270556,100,NORMAL,Las Vegas|NV,La Paz|Mohave|San Bernardino
KXI85,162.450,Evanston,Medicine Butte,UT,41.3525,-110.9072,300,NORMAL,Salt Lake City|UT,Rich|Summit|Uinta
KXI86,162.500,Crescent City,Crescent City,IL,40.7178,-87.86,300,NORMAL,Chicago|IL,Ford|Iroquois|Kankakee|Vermilion|Benton|Newton
KXI87,162.525,Corsicana,Corsicana,TX,32.076536,-96.490889,1040,NORMAL,Fort Worth-Dallas|TX,Anderson|Ellis|Freestone|Henderson|Hill|Kaufman|Limestone|Navarro|Van Zandt
KXI88,162.400,Stinnett,Stinnett,TX,35.844021,-101.446305,300,NORMAL,Amarillo|TX,Carson|Hutchinson|Moore
KXI89,162.525,Eatonton,Eatonton,GA,33.3083,-83.390306,1000,NORMAL,Peachtree City|GA,Baldwin|Bibb|Butts|Greene|Hancock|Henry|Jasper|Jones|Lamar|Monroe|Morgan|Newton|Oconee|Putnam|Rockdale|Taliaferro|Walton
KXI90,162.450,Montrose,Buckhorn Lakes,CO,38.338056,-107.638333,300,NORMAL,Grand Junction|CO,Delta|Gunnison|Montrose|Ouray
KXI91,162.475,Morrilton,Morrilton,AR,35.165194,-92.714333,387,NORMAL,Little Rock|AR,Conway|Faulkner|Perry|Pope
KXI92,162.425,High Peak,Mt. Ida,AR,34.4728,-93.605,300,NORMAL,Little Rock|AR,Clark|Garland|Hempstead|Hot Spring|Howard|Montgomery|Perry|Pike|Polk|Saline|Scott|Yell
KXI93,162.550,Cape Girardeau,Cape Girardeau,IL,37.3625,-89.5222,300,NORMAL,Paducah|KY,Alexander|Union|Bollinger|Cape Girardeau|Mississippi|Perry|Scott
KXI94,162.425,Angola,Angola,IN,41.6867,-84.9836,1000,DEGRADED,Northern Indiana|IN,De Kalb|Lagrange|Noble|Steuben|Branch|Hillsdale|St. Joseph|Defiance|Fulton|Henry|Williams
KXI95,162.425,Warsaw,Duplin County,NC,34.9281,-78.0558,300,NORMAL,Newport/Morehead City|NC,Bladen|Duplin|Jones|Lenoir|Onslow|Pender|Sampson|Wayne
KXI96,162.400,Russell,Bald Knob,AR,35.3811,-91.524667,1200,NORMAL,Little Rock|AR,Cleburne|Independence|Jackson|Lonoke|Monroe|Prairie|White|Woodruff
KXI97,162.400,Mena,Eagle Mtn./Bald Knob,AR,34.4545,-94.143333,307,NORMAL,Little Rock|AR,Hempstead|Howard|Little River|Montgomery|Pike|Polk|Scott|Sevier|McCurtain
KXI98,162.500,Marshalltown,Marshalltown,IA,42.0475,-92.8617,300,NORMAL,Des Moines|IA,Grundy|Hardin|Jasper|Marshall|Poweshiek|Story|Tama
KZZ27,162.425,Newport,Vermillion,IN,39.853889,-87.408333,300,NORMAL,Indianapolis|IN,Fountain|Parke|Vermillion|Warren
KZZ28,162.450,Covesville,Mt. Oliver,VA,37.876528,-78.690972,980,NORMAL,Baltimore/Washington|VA,Albemarle|Amelia|Amherst|Appomattox|Augusta|Buckingham|Campbell|Charlotte|City of Charlottesville|City of Staunton|City of Waynesboro|Culpeper|Cumberland|Fluvanna|Goochland|Greene|Louisa|Lunenburg|Madison|Nelson|Nottoway|Orange|Powhatan|Prince Edward|Rockingham|Spotsylvania
KZZ29,162.400,Coleraine,Grand Rapids,MN,47.2922,-93.4822,1000,NORMAL,Duluth|MN,Aitkin|Cass|Itasca|St. Louis
KZZ30,162.475,El Dorado Springs,El Dorado Springs,KS,37.870194,-94.033139,1000,NORMAL,Springfield|MO,Bourbon|Crawford|Barton|Bates|Benton|Cedar|Dade|Hickory|Polk|St. Clair|Vernon
KZZ31,162.500,Hardyston,Rudeville,NJ,41.143611,-74.538056,1000,NORMAL,Philadelphia/Mt Holly|NJ,Bergen|Essex|Hunterdon|Morris|Passaic|Somerset|Sussex|Union|Warren|Orange|Rockland|Sullivan|Monroe|Northampton|Pike|Wayne
KZZ32,162.475,Meadville,Meadville,OH,41.654389,-80.125944,300,NORMAL,Cleveland|OH,Ashtabula|Trumbull|Crawford|Erie|Mercer|Venango
