CALLSIGN,FREQ,SITENAME,SITELOC,ST,LAT,LON,PWR,STATUS,WFO,COUNTY
WXL58,162.550,Chapel Hill,Durham,NC,35.866944,-79.1669,1000,NORMAL,Raleigh|NC,Alamance|Chatham|Durham|Franklin|Granville|Harnett|Johnston|Lee|Moore|Orange|Person|Randolph|Vance|Wake|Warren
WXL59,162.475,Rocky Mount,Tarboro,NC,35.9014,-77.7831,1000,NORMAL,Raleigh|NC,Bertie|Edgecombe|Greene|Halifax|Martin|Nash|Northampton|Pitt|Warren|Wilson
WXL60,162.475,Roanoke,Poor Mtn.,NC,37.19917,-80.1494,1000,NORMAL,Blacksburg|VA,Caswell|Rockingham|Alleghany|Bedford|Bland|Botetourt|Carroll|City of Buena Vista|City of Covington|City of Danville|City of Galax|City of Lexington|City of Martinsville|City of Radford|City of Roanoke|City of Salem|Craig|Floyd|Franklin|Giles|Halifax|Henry|Montgomery|Patrick|Pittsylvania|Pulaski|Roanoke|Rockbridge|Wythe
WXL61,162.475,Cedar Rapids,Cedar Rapids,IA,41.909167,-91.654722,1000,NORMAL,Quad Cities|IA,Benton|Cedar|Delaware|Iowa|Johnson|Jones|Keokuk|Linn|Washington
WXL62,162.475,Sioux City,Lawton,IA,42.482139,-96.258306,1090,NORMAL,Sioux Falls|SD,Cherokee|Ida|Monona|OBrien|Plymouth|Sioux|Woodbury|Dakota|Dixon|Thurston|Union
WXL63,162.500,Bear Lake,Laketown,ID,41.8825,-111.269167,50,NORMAL,Salt Lake City|UT,Bear Lake|Cache|Rich|Lincoln
WXL64,162.400,Dubuque,Jamestown,IA,42.5286,-90.613889,1000,NORMAL,Quad Cities|IA,Clayton|Delaware|Dubuque|Jackson|Jones|Carroll|Jo Daviess|Grant|Lafayette
WXL65,162.400,St. Cloud,St. Cloud,MN,45.577278,-94.204667,300,NORMAL,Twin Cities/Chanhassen|MN,Benton|Mille Lacs|Morrison|Sherburne|Stearns
WXL66,162.450,Mountain View,Fox,AR,35.813111,-92.290028,1000,NORMAL,Little Rock|AR,Baxter|Boone|Cleburne|Fulton|Independence|Izard|Marion|Newton|Searcy|Sharp|Stone|Van Buren
WXL67,162.475,Scottsbluff,Angora,NE,41.84,-103.055,1000,NORMAL,Cheyenne|WY,Banner|Box Butte|Cheyenne|Garden|Kimball|Morrill|Scotts Bluff|Sheridan|Sioux
WXL68,162.550,North Platte,Sutherland,NE,41.021111,-101.1525,1000,NORMAL,North Platte|NE,Arthur|Chase|Frontier|Hayes|Keith|Lincoln|Logan|McPherson|Perkins
WXL69,162.400,Ely,Cave Mtn.,NV,39.163611,-114.614167,100,NORMAL,Elko|NV,Lincoln|White Pine
WXL70,162.475,Charlotte,Spencer Mtn.,NC,35.297222,-81.114722,1000,NORMAL,Greenville-Spartanburg|SC,Alexander|Anson|Cabarrus|Catawba|Cleveland|Gaston|Iredell|Lincoln|Mecklenburg|Montgomery|Richmond|Rowan|Stanly|Union|Cherokee|York
WXL71,162.525,Abilene,Abilene,KS,38.797111,-97.217083,1000,NORMAL,Topeka|KS,Clay|Dickinson|Geary|Marion|McPherson|Morris|Ottawa|Riley|Saline
WXL72,162.475,Demopolis,Jefferson,AL,32.362389,-87.87525,1440,NORMAL,Birmingham|AL,Choctaw|Clarke|Dallas|Greene|Hale|Marengo|Perry|Sumter|Wilcox|Kemper|Lauderdale
WXL73,162.475,Bassett,Bassett,NE,42.338056,-99.488056,1000,NORMAL,North Platte|NE,Blaine|Boyd|Brown|Garfield|Holt|Keya Paha|Loup|Rock|Wheeler
WXL74,162.400,Grand Island,Giltner,NE,40.772222,-98.0895,750,NORMAL,Hastings|NE,Adams|Buffalo|Clay|Fillmore|Hall|Hamilton|Howard|Merrick|Nance|Polk|Sherman|York
WXL75,162.475,Holdrege,Atlanta,NE,40.384833,-99.458833,1000,NORMAL,Hastings|NE,Buffalo|Dawson|Franklin|Furnas|Gosper|Harlan|Kearney|Phelps
WXL76,162.400,Merriman,Merriman,NE,42.676944,-101.709722,800,NORMAL,North Platte|NE,Cherry|Sheridan|Bennett
WXL77,162.550,Norfolk,Carroll,NE,42.2375,-97.2778,1060,NORMAL,Omaha/Valley|NE,Antelope|Boone|Cedar|Colfax|Cuming|Dixon|Knox|Madison|Pierce|Platte|Stanton|Thurston|Wayne
WXL78,162.475,Bismarck,St. Anthony,ND,46.588056,-100.8125,1000,NORMAL,Bismarck|ND,Burleigh|Emmons|Grant|Kidder|Mercer|Morton|Oliver|Sheridan|Sioux|Wells
WXL79,162.550,Butte,Xl Heights,MT,46.0075,-112.441667,100,NORMAL,Missoula|MT,Beaverhead|Deer Lodge|Gallatin|Granite|Jefferson|Madison|Powell|Silver Bow
WXL80,162.400,Dickinson,Daglum,ND,46.725,-102.916111,800,NORMAL,Bismarck|ND,Billings|Dunn|Golden Valley|Hettinger|Slope|Stark
WXL81,162.550,Jamestown,Cable Serv. Tower/Ypsilanti,ND,46.776667,-98.522222,1000,NORMAL,Bismarck|ND,Barnes|Dickey|Foster|LaMoure|Logan|McIntosh|Stutsman
WXL82,162.550,Kalispell,Blacktail Mtn.,MT,48.011667,-114.364167,100,NORMAL,Missoula|MT,Flathead|Lake|Lincoln|Sanders
WXL83,162.400,Minot,South Prarie,ND,48.050833,-101.39,1000,NORMAL,Bismarck|ND,Bottineau|Burke|McHenry|McLean|Mountrail|Pierce|Renville|Rolette|Ward
WXL84,162.550,Williston,Williston,MT,48.141667,-103.892778,1000,NORMAL,Bismarck|ND,Richland|Roosevelt|Sheridan|Divide|McKenzie|Williams
WXL85,162.400,Medford,Nugget Butte,OR,42.42794,-123.002217,500,NORMAL,Medford|OR,Jackson|Josephine
WXL86,162.400,Spokane,Spokane Mtn.,ID,47.921667,-117.113333,100,NORMAL,Spokane|WA,Benewah|Bonner|Kootenai|Lincoln|Pend Oreille|Spokane|Stevens
WXL87,162.550,Yuma,Black Mtn.,AZ,33.0536,-114.8278,100,NORMAL,Phoenix|AZ,Yuma|Imperial|Riverside
WXL88,162.550,Redding,South Fork Mtn.,CA,40.654444,-122.523611,100,NORMAL,Sacramento|CA,Butte|Glenn|Shasta|Tehama
WXL89,162.550,Bakersfield,Shirley Peak,CA,35.706194,-118.560306,100,NORMAL,Hanford|CA,Fresno|Kern|Kings|Tulare
WXL90,162.550,Des Moines,Sierra Grande,NM,36.705556,-103.876667,100,NORMAL,Albuquerque|NM,Colfax|Harding|Mora|Union|Cimarron
WXL91,162.400,Las Cruces,Tortugas Mtn.,NM,32.292556,-106.697528,100,NORMAL,El Paso|TX,Dona Ana|Otero|Sierra
WXL92,162.550,Lynchburg,Madison Heights,VA,37.43665,-79.1241,1000,NORMAL,Blacksburg|VA,Amherst|Appomattox|Bedford|Buckingham|Campbell|Charlotte|City of Lexington|City of Lynchburg|Prince Edward|Rockbridge
WXL93,162.550,Worcester,Paxton,CT,42.303889,-71.8975,500,NORMAL,Boston/Norton|MA,Tolland|Windham|Franklin|Hampden|Hampshire|Middlesex|Norfolk|Worcester|Cheshire|Hillsborough|Providence
WXL94,162.550,Waterloo,Bremer,IA,42.772583,-92.376778,900,NORMAL,Des Moines|IA,Black Hawk|Bremer|Buchanan|Butler|Chickasaw|Fayette|Floyd|Grundy
WXL95,162.400,Spout Springs,Spout Springs,OR,45.747009,-118.03772,300,NORMAL,Pendleton|OR,Umatilla|Union|Wallowa|Walla Walla
WXL96,162.475,Salem,Prospect Hill,OR,44.846889,-123.110917,100,NORMAL,Portland|OR,Benton|Clackamas|Linn|Marion|Polk|Yamhill
WXL97,162.550,Klamath Falls,Hogback Mtn.,CA,42.243056,-121.705,100,NORMAL,Medford|OR,Modoc|Siskiyou|Klamath
WXL98,162.550,Roseburg,Dodson Mtn.,OR,43.119167,-123.242778,100,NORMAL,Medford|OR,Douglas
WXL99,162.450,Medill,Kahoka,IA,40.4428,-91.8056,300,NORMAL,Quad Cities|IA,Lee|Van Buren|Adams|Hancock|Clark|Knox|Lewis|Scotland
WXM20,162.475,Lincoln,Lincoln,NE,40.821444,-96.662139,991,NORMAL,Omaha/Valley|NE,Butler|Cass|Gage|Johnson|Lancaster|Otoe|Saline|Sarpy|Saunders|Seward
WXM22,162.400,Logan,Mount Logan,ID,41.713611,-111.717222,100,NORMAL,Salt Lake City|UT,Franklin|Box Elder|Cache|Rich|Weber
WXM23,162.400,Vernal,Asphalt Ridge,UT,40.41391,-109.593289,300,NORMAL,Grand Junction|CO,Duchesne|Uintah
WXM24,162.400,Milford/Cedar City,Frisco Peak,UT,38.5197,-113.2867,100,NORMAL,Salt Lake City|UT,Beaver|Iron|Juab|Millard
WXM25,162.475,Aberdeen,Bath,ND,45.4658,-98.3367,1000,NORMAL,Aberdeen|SD,Dickey|Brown|Clark|Day|Edmunds|Faulk|Hand|Marshall|McPherson|Spink
WXM26,162.400,Pierre,Presho Tower,SD,44.4233,-100.354167,700,NORMAL,Aberdeen|SD,Buffalo|Hughes|Hyde|Jones|Lyman|Stanley|Sully
WXM27,162.550,Wessington,Wessington,SD,44.3997,-98.8011,1010,NORMAL,Sioux Falls|SD,Beadle|Buffalo|Hand|Hyde|Jerauld|Kingsbury|Sanborn|Spink
WXM28,162.400,Sioux Falls,Rowena,IA,43.518722,-96.534917,900,NORMAL,Sioux Falls|SD,Lyon|Sioux|Nobles|Pipestone|Rock|Lake|Lincoln|McCook|Minnehaha|Moody|Turner
WXM31,162.400,Elmira,Hawley Hill,NY,42.106111,-76.871111,1000,NORMAL,Binghamton|NY,Chemung|Schuyler|Steuben|Tioga|Tompkins|Bradford
WXM32,162.400,Columbus,Phenix City,AL,32.4667,-85.0561,1000,NORMAL,Peachtree City|GA,Lee|Russell|Chattahoochee|Harris|Marion|Muscogee|Stewart|Talbot|Webster
WXM33,162.400,Johnstown,Laurel Hill,PA,40.371218,-78.982065,250,NORMAL,State College|PA,Bedford|Cambria|Indiana|Somerset|Westmoreland
WXM34,162.400,The Dalles,Columbia Gorge,OR,45.711858,-121.11673,291,NORMAL,Pendleton|OR,Hood River|Sherman|Wasco|Klickitat|Skamania
WXM35,162.450,Hays,Hays,KS,39.0208,-99.470722,1070,NORMAL,Dodge City|KS,Barton|Ellis|Graham|Ness|Pawnee|Rooks|Rush|Russell|Trego
WXM36,162.550,Lancaster,Lancaster,IA,40.497778,-92.528889,300,NORMAL,Kansas City|MO,Appanoose|Davis|Adair|Putnam|Schuyler|Scotland|Sullivan
WXM37,162.550,Cheyenne,Pole Mtn.,WY,41.288056,-105.445,1000,NORMAL,Cheyenne|WY,Albany|Goshen|Laramie|Platte
WXM38,162.400,Petersburg,Dahlen,MN,48.138389,-97.993556,991,NORMAL,Grand Forks|ND,Marshall|Cavalier|Eddy|Grand Forks|Griggs|Nelson|Pembina|Ramsey|Steele|Walsh
WXM39,162.525,La Plata,La Plata,MO,39.955556,-92.4925,303,NORMAL,Kansas City|MO,Adair|Chariton|Knox|Linn|Macon|Randolph|Shelby|Sullivan
WXM40,162.500,Lowry,Selby,ND,45.397222,-99.941389,1000,NORMAL,Aberdeen|SD,Emmons|McIntosh|Campbell|Corson|Dewey|Edmunds|Faulk|McPherson|Potter|Sully|Walworth
WXM41,162.425,South Shore,South Shore,MN,45.178889,-97.015833,1000,NORMAL,Aberdeen|SD,Big Stone|Lac qui Parle|Traverse|Codington|Grant|Roberts
WXM42,162.475,Hagerstown,Clear Spring,MD,39.651111,-77.970833,1000,NORMAL,Baltimore/Washington|VA,Allegany|Carroll|Frederick|Washington|Adams|Bedford|Franklin|Fulton|City of Winchester|Clarke|Fauquier|Loudoun|Page|Shenandoah|Warren|Berkeley|Hampshire|Hardy|Jefferson|Mineral|Morgan
WXM43,162.425,Frostburg,Midland (Frostburg),MD,39.582167,-78.898667,300,NORMAL,Baltimore/Washington|VA,Allegany|Garrett|Washington|Bedford|Fulton|Somerset|Grant|Hampshire|Hardy|Mineral|Morgan
WXM44,162.475,Windsor,Mount Ascutney,NH,43.4439,-72.454722,400,NORMAL,Burlington|VT,Grafton|Sullivan|Orange|Windham|Windsor
WXM45,162.425,Middleville,Herkimer County,NY,43.1025,-74.938607,300,NORMAL,Albany|NY,Fulton|Hamilton|Herkimer|Lewis|Madison|Montgomery|Oneida|Otsego|Schoharie
WXM46,162.475,Sheridan,Banner Peak,MT,44.601944,-106.931667,500,NORMAL,Billings|MT,Big Horn|Campbell|Johnson|Sheridan
WXM47,162.400,Casper,Casper Mtn.,WY,42.734167,-106.333333,1000,NORMAL,Riverton|WY,Converse|Natrona
WXM48,162.475,Wenatchee,Birch Mtn,WA,47.549849,-120.371015,100,NORMAL,Spokane|WA,Chelan|Douglas|Grant|Kittitas
WXM49,162.425,Marion,Goreville,IL,37.557222,-89.023333,1000,NORMAL,Paducah|KY,Alexander|Franklin|Hardin|Jackson|Johnson|Massac|Perry|Pope|Pulaski|Saline|Union|Williamson|Ballard
WXM50,162.400,Greeley,Point of Rocks,CO,40.485747,-104.349355,300,NORMAL,Boulder|CO,Larimer|Weld
WXM51,162.475,Mead/Longmont,Highland,CO,40.240081,-105.055268,100,NORMAL,Boulder|CO,Adams|Arapahoe|Boulder|Broomfield|Denver|Larimer|Weld
WXM52,162.400,Pueblo,Pueblo,CO,38.275556,-104.598611,300,NORMAL,Pueblo|CO,Custer|Fremont|Huerfano|Pueblo
WXM53,162.400,Sterling,Sterling,CO,40.615087,-103.031822,300,NORMAL,Boulder|CO,Logan|Phillips|Sedgwick|Weld
WXM54,162.475,Alamosa,Agua Ramon Mountain,CO,37.729444,-106.588056,300,NORMAL,Pueblo|CO,Alamosa|Conejos|Costilla|Mineral|Rio Grande|Saguache
WXM55,162.550,Grand Junction,Rapid Creek,CO,39.0836,-108.2194,300,NORMAL,Grand Junction|CO,Garfield|Mesa
WXM56,162.475,Colorado Springs,Cheyenne Mountain,CO,38.7425,-104.8647,100,NORMAL,Pueblo|CO,El Paso|Teller
WXM57,162.400,Heathsville,Heathsville,MD,37.906083,-76.485528,1000,NORMAL,Wakefield|VA,Somerset|St. Marys|Accomack|Essex|Gloucester|King and Queen|King William|Lancaster|Mathews|Middlesex|Northampton|Northumberland|Richmond|Westmoreland
WXM58,162.400,Belle Glade,Belle Glade,FL,26.661111,-80.636611,344,NORMAL,Miami|FL,Glades|Hendry|Okeechobee|Palm Beach
WXM59,162.475,State College,Little Flat Mtn.,PA,40.752628,-77.754144,100,NORMAL,State College|PA,Centre|Huntingdon|Mifflin
WXM60,162.450,Southard,Howell Township/Lakewood,NJ,40.139866,-74.224193,300,NORMAL,Philadelphia/Mt Holly|NJ,Burlington|Mercer|Middlesex|Monmouth|Ocean|Somerset|Union
WXM61,162.475,Lander,Lander,WY,42.815539,-108.734083,300,NORMAL,Riverton|WY,Fremont
WXM62,162.475,Capitol Peak,Olympia,WA,46.975222,-123.139167,284,NORMAL,Seattle/Tacoma|WA,Grays Harbor|Lewis|Mason|Pacific|Pierce|Thurston
WXM63,162.550,Rapid City,Cabot Hill,SD,44.1144,-103.2433,1000,NORMAL,Rapid City|SD,Custer|Meade|Pennington
WXM64,162.400,Detroit Lakes,Detroit Lakes,MN,46.822778,-95.861028,100,NORMAL,Grand Forks|ND,Becker|Clay|Mahnomen|Norman|Otter Tail|Wadena
WXM65,162.525,Baxley,Plant Hatch,GA,31.929722,-82.345,300,OUT OF SERVICE,Jacksonville|FL,Appling|Jeff Davis|Tattnall|Toombs
WXM66,162.500,Victorville,San Bernardino National Forest,CA,34.232361,-117.234694,76,NORMAL,San Diego|CA,Riverside|San Bernardino
WXM68,162.425,Leyden,Leyden,MA,42.6981,-72.605,300,NORMAL,Albany|NY,Berkshire|Franklin|Hampshire|Cheshire|Bennington|Windham
WXM69,162.525,Otway,Moon Ridge,KY,38.893056,-83.255,1000,NORMAL,Wilmington|OH,Lewis|Mason|Adams|Brown|Highland|Jackson|Pike|Ross|Scioto|Vinton
WXM70,162.500,Garfield,Milwood,OH,38.97575,-81.532722,1000,NORMAL,Charleston|WV,Athens|Gallia|Meigs|Washington|Calhoun|Gilmer|Jackson|Mason|Pleasants|Putnam|Ritchie|Roane|Tyler|Wirt|Wood
WXM71,162.550,Beckley,Flat Top,VA,37.590556,-81.115,1000,NORMAL,Charleston|WV,Tazewell|Fayette|Greenbrier|McDowell|Mercer|Monroe|Nicholas|Raleigh|Summers|Wyoming
WXM72,162.425,Hinton,Keeney Mtn.,VA,37.77359,-80.7055,1000,NORMAL,Blacksburg|VA,Alleghany|Bath|Bland|City of Covington|Craig|Giles|Tazewell|Fayette|Greenbrier|Mercer|Monroe|Nicholas|Pocahontas|Raleigh|Summers
WXM73,162.400,Moorefield,Branch Mtn.,MD,38.9825,-78.908611,500,NORMAL,Baltimore/Washington|VA,Allegany|Augusta|City of Harrisonburg|City of Staunton|City of Waynesboro|City of Winchester|Frederick|Highland|Page|Rockingham|Shenandoah|Grant|Hampshire|Hardy|Mineral|Morgan|Pendleton
WXM74,162.450,Sutton,Flatwood Mountain,WV,38.7114,-80.681944,1030,OUT OF SERVICE,Charleston|WV,Braxton|Calhoun|Clay|Gilmer|Lewis|Nicholas|Roane|Upshur|Webster
WXM75,162.475,Gilbert,Horsepen Mtn.,VA,37.641389,-81.993889,500,NORMAL,Charleston|WV,Buchanan|Dickenson|Boone|Lincoln|Logan|McDowell|Mingo|Wyoming
WXM77,162.525,Caribou,Mars Hill,ME,46.551288,-67.809185,100,NORMAL,Caribou|ME,Aroostook|Penobscot
WXM78,162.450,Bloomington,Indiana University,IN,39.164167,-86.521111,300,NORMAL,Indianapolis|IN,Brown|Greene|Monroe|Morgan|Owen
WXM80,162.475,Riverhead,Riverhead,CT,40.8825,-72.715278,500,NORMAL,New York|NY,Fairfield|Middlesex|New Haven|New London|Nassau|Suffolk
WXM81,162.450,Hermitage,Lake PomDeTerre,MO,37.905444,-93.317028,1000,NORMAL,Springfield|MO,Dallas|Hickory|Polk
WXM85,162.400,Guam,Mount Alutom,GU,13.4333,144.7125,300,NORMAL,Guam|GU,Guam|Rota
WXM86,162.550,Saipan,Mount Tapochau,MP,15.1865,145.743819,300,NORMAL,Guam|GU,Rota|Saipan|Tinian
WXM87,162.475,Wray,Wray,CO,40.054167,-102.225556,100,NORMAL,Goodland|KS,Yuma|Cheyenne|Dundy
WXM89,162.550,Lake Powell,Navajo Mountain,AZ,37.034444,-110.868611,100,NORMAL,Salt Lake City|UT,Apache|Coconino|Navajo|Garfield|Kane|San Juan
WXM90,162.525,Jacksonville,Jacksonville,IL,39.6667,-90.341667,300,NORMAL,Lincoln|IL,Brown|Calhoun|Cass|Greene|Morgan|Pike|Scott
WXM91,162.500,Park Falls,Park Falls,WI,45.945278,-90.274444,1000,NORMAL,Duluth|MN,Ashland|Iron|Oneida|Price|Sawyer|Vilas
WXM92,162.450,Fort Collins/Ault,Black Hollow,CO,40.570302,-105.079238,300,NORMAL,Boulder|CO,Larimer|Weld
WXM93,162.475,Cross,Cross,SC,33.3686,-80.116434,100,NORMAL,Charleston|SC,Berkeley|Clarendon|Orangeburg|Williamsburg
WXM94,162.475,Wellsboro,Wellsboro,PA,41.737033,-77.363552,1000,NORMAL,State College|PA,Potter|Tioga
WXM95,162.525,Towanda,Troy,NY,41.810556,-76.716944,500,NORMAL,Binghamton|NY,Chemung|Steuben|Tioga|Bradford|Sullivan|Wyoming
WXM97,162.400,Haines,Haines,AK,59.247378,-135.435426,300,NORMAL,Juneau|AK,Haines|Skagway
WXM98,162.450,Marion,Marion,IN,40.5969,-85.6558,100,NORMAL,Northern Indiana|IN,Blackford|Delaware|Grant|Howard|Huntington|Madison|Miami|Tipton|Wabash|Wells
WXM99,162.425,Bemidji,Bemidji,MN,47.555833,-94.801361,1000,NORMAL,Grand Forks|ND,Beltrami|Cass|Clearwater|Hubbard|Itasca
WXN21,162.400,Cle Elum,Sky Meadows,WA,47.137333,-120.869667,40,NORMAL,Pendleton|OR,Kittitas
WXN24,162.425,Artesia,Artesia,NM,32.800611,-104.198654,100,OUT OF SERVICE,Midland/Odessa|TX,Eddy
WXN28,162.500,Springfield,Lakeville,ME,45.344444,-68.095,1000,NORMAL,Caribou|ME,Aroostook|Penobscot|Washington
WXN29,162.425,Call Hill,Call Hill,NY,42.211111,-77.689444,300,NORMAL,Binghamton|NY,Allegany|Chemung|Livingston|Ontario|Schuyler|Seneca|Steuben|Wyoming|Yates|Potter|Tioga
WXN55,162.450,Mt. Washington,Bath,NY,42.355556,-77.266111,300,NORMAL,Binghamton|NY,Allegany|Chemung|Livingston|Ontario|Schuyler|Seneca|Steuben|Wyoming|Potter|Tioga
WXN59,162.500,Ithaca,Ithaca,NY,42.418611,-76.493889,1000,NORMAL,Binghamton|NY,Cayuga|Chemung|Cortland|Schuyler|Seneca|Tompkins|Yates
WXN61,162.500,Sidney,Sidney,NE,41.184167,-103.193611,1000,NORMAL,Cheyenne|WY,Cheyenne|Deuel|Garden|Kimball
WXN68,162.475,Watertown,Miser Hill,NY,43.961225,-75.8078,100,NORMAL,Buffalo|NY,Jefferson|Lewis|Oswego|St. Lawrence
WXN69,162.425,Sister Bay,Sister Bay,MI,45.237887,-87.091394,1000,NORMAL,Green Bay|WI,Menominee|Door|Kewaunee|Marinette
WXN72,162.500,Merna,Broken Bow,NE,41.387222,-99.820833,1000,NORMAL,North Platte|NE,Custer|Sherman
WXN74,162.500,Hickman,Hickman,TN,36.1447,-85.9111,991,NORMAL,Nashville|TN,Cannon|DeKalb|Jackson|Putnam|Smith|Trousdale|Wilson
WXN81,162.450,Ulysses,Ulysses,KS,37.505115,-101.470286,1000,OUT OF SERVICE,Dodge City|KS,Finney|Grant|Hamilton|Haskell|Kearny|Morton|Seward|Stanton|Stevens
WXN82,162.450,Valentine,Valentine,NE,42.888611,-100.553333,1000,NORMAL,North Platte|NE,Cherry|Todd|Tripp
WXN83,162.525,Burlington,Burlington,IA,40.833889,-91.212778,300,NORMAL,Quad Cities|IA,Des Moines|Henry|Lee|Louisa|Hancock|Henderson|Mercer|Warren
WXN85,162.400,Fairfield,Fairfield,IA,41.089289,-91.968285,300,NORMAL,Quad Cities|IA,Davis|Henry|Jefferson|Keokuk|Lee|Van Buren|Wapello|Washington
WXN87,162.500,Natchitoches,Natchitoches,LA,31.787,-93.205,1030,NORMAL,Shreveport|LA,Bienville|De Soto|Grant|Natchitoches|Red River|Sabine|Winn
WXN88,162.525,New Town,Belden (AG),ND,48.071667,-102.44,300,NORMAL,Bismarck|ND,Dunn|McLean|Mountrail
WXN89,162.475,Coleman,Novice,TX,32.033611,-99.420556,300,NORMAL,San Angelo|TX,Brown|Callahan|Coleman|Runnels
WXN91,162.425,Lake Rathbun,Lake Rathbun,IA,40.81925,-92.904,301,NORMAL,Des Moines|IA,Appanoose|Davis|Lucas|Monroe|Wapello|Wayne|Putnam
WXN92,162.525,Harrison,Harrison,AR,36.1692,-93.2497,1000,NORMAL,Little Rock|AR,Boone|Carroll|Marion|Newton|Searcy
WXN99,162.425,West Olive,West Olive,MI,42.941389,-86.084167,300,NORMAL,Grand Rapids|MI,Allegan|Muskegon|Ottawa
WZ2500,162.450,Sand Mtn,Wythe County,NC,36.9075,-81.06805,300,NORMAL,Blacksburg|VA,Alleghany|Bland|Carroll|City of Galax|City of Radford|Giles|Grayson|Montgomery|Pulaski|Smyth|Wythe
WZ2502,162.425,Randle,Bennett Road,WA,46.535278,-121.768861,114,NORMAL,Seattle/Tacoma|WA,Lewis
WZ2503,162.525,Guadalupe Mt Nat'l. Park,Guadalupe Peak,TX,31.890043,-104.811221,325,NORMAL,Midland/Odessa|TX,Culberson|Loving|Reeves
WZ2504,162.475,Sonoma County,Sonoma County,CA,38.348333,-122.578056,100,NORMAL,San Francisco|CA,Sonoma
WZ2505,162.425,Sandberg,Sandberg,CA,34.743611,-118.724917,65,NORMAL,Los Angeles|CA,Los Angeles
WZ2506,162.500,Clifton,Cypress Inn (AG),AL,35.2736,-87.9322,1020,NORMAL,Nashville|TN,Lauderdale|Decatur|Hardin|McNairy|Perry|Wayne
WZ2507,162.500,Dickens,Dickens County,TX,33.654139,-100.846194,309,NORMAL,Lubbock|TX,Cottle|Crosby|Dickens|Floyd|Garza|Kent|King|Motley|Stonewall
WZ2509,162.525,Reedsport,Winchester Hill,OR,43.656875,-124.187375,100,NORMAL,Medford|OR,Douglas
WZ2511,162.400,Sharon,Sharon,KS,37.37059,-98.40278,1060,NORMAL,Wichita|KS,Barber|Harper|Kingman|Pratt|Reno|Stafford|Alfalfa|Woods
WZ2512,162.525,Parker,Mound City,KS,38.302944,-94.959806,683,NORMAL,Kansas City|MO,Allen|Anderson|Bourbon|Franklin|Linn|Miami|Bates|Cass|Vernon
WZ2513,162.500,Copper Harbor,Copper Harbor,MI,47.4675,-87.8722,300,NORMAL,Marquette|MI,Keweenaw
WZ2514,162.475,Munising,Alger County,MI,46.420833,-86.675,100,NORMAL,Marquette|MI,Alger
WZ2515,162.425,Grand Marais,Grand Marais,MI,46.5475,-86.0364,100,NORMAL,Marquette|MI,Alger
WZ2516,162.425,Silver City,Jack's Peak,NM,32.581944,-108.425306,110,NORMAL,El Paso|TX,Grant|Hidalgo|Luna|Sierra
WZ2518,162.450,Eagle,Eagle,CO,39.775,-106.846389,100,NORMAL,Grand Junction|CO,Eagle
WZ2519,162.400,Tonopah,Brock Mtn,NV,38.051944,-117.225556,150,NORMAL,Elko|NV,Esmeralda|Nye
WZ2520,162.450,Sun Valley,Bald Mtn,ID,43.661389,-114.403056,150,NORMAL,Pocatello|ID,Blaine
WZ2521,162.425,Battle Mtn.,Battle Mtn.,NV,40.4036,-116.8681,150,NORMAL,Elko|NV,Lander
WZ2522,162.475,Carney Butte,Carney Butte,OR,45.281186,-118.94966,100,NORMAL,Pendleton|OR,Umatilla
WZ2523,162.500,Frankfort,Frankfort,KY,38.207276,-84.836243,300,NORMAL,Louisville|KY,Franklin
WZ2524,162.425,Bishop,Bishop,CA,37.3708,-118.3672,100,NORMAL,Las Vegas|NV,Inyo
WZ2527,162.425,Fredericksburg,Fredericksburg,MD,38.311389,-77.483611,300,NORMAL,Baltimore/Washington|VA,Charles|St. Marys|Caroline|City of Fredericksburg|City of Manassas Park|City of Manassas|Culpeper|Essex|Fauquier|King George|Orange|Prince William|Spotsylvania|Stafford|Westmoreland
WZ2528,162.500,Wibaux,Wibaux,MT,46.9919,-104.2683,300,NORMAL,Glasgow|MT,Wibaux
WZ2529,162.550,Mt. Olotele,Mt. Olotele,AS,-14.317067,-170.76402,300,NORMAL,Pago Pago|AS (WSO),Eastern District|Western District
WZ2530,162.500,Susanville,Shaffer Mtn,CA,40.446389,-120.358056,100,NORMAL,Reno|NV,Lassen
WZ2531,162.500,Hialeah Spanish,Hialeah,FL,25.8397,-80.2925,300,NORMAL,Miami|FL,Broward|Miami-Dade
WZ2533,162.475,Ekalaka,Carter County,MT,45.512222,-104.48,100,NORMAL,Billings|MT,Carter
WZ2535,162.500,Orofino,Norton Knob,ID,46.5086,-116.2167,100,NORMAL,Spokane|WA,Clearwater|Idaho|Lewis|Nez Perce
WZ2536,162.475,Lyons,Lyons,NY,43.0658,-77.0361,250,NORMAL,Buffalo|NY,Wayne
WZ2540,162.500,North Kohala,Kamuela,HI,20.125361,-155.7778,300,NORMAL,Honolulu|HI,Hawaii
WZ2541,162.475,Pharr Spanish,Pharr,TX,26.1861,-98.1886,300,NORMAL,Brownsville/Rio Grande Valley|TX,Cameron|Hidalgo|Starr|Willacy
WZ2542,162.450,Santa Maria Spanish,Santa Maria,TX,26.0814,-97.8283,300,NORMAL,Brownsville/Rio Grande Valley|TX,Cameron|Hidalgo|Kenedy|Willacy
WZ2543,162.425,Richlands,Steeleburg,VA,37.0683,-81.7706,300,NORMAL,Blacksburg|VA,Tazewell
