Frequency,Station Call Letters,Station City,Station State/Province,Station Country,Concatenated Station Location,Station Lat,Station Long
950,Radio Reloj (950),Camaguey,DX,Cuba,"Camaguey, Cuba",21.379176,-77.918368
950,Voice of Broad Masses 1,"Dimtsi Hafash 1, Asmara",DX,Eritrea,"Dimtsi Hafash 1, Asmara, Eritrea",15.950032,37.999967
950,XEMAB,Ciudad del Carmen,Campeche,Mexico,"Ciudad del Carmen, Campeche, Mexico",18.651739,-91.81492
950,XEKAM,Tijuana,Baja California,Mexico,"Tijuana, Baja California, Mexico",32.53174,-117.019529
960,CFAC,Calgary,AB,Canada,"Calgary, AB, Canada",51.045606,-114.057541
960,CKNT,Mississauga,ON,Canada,"Mississauga, ON, Canada",43.588473,-79.643658
960,Radio Reloj (960),Guantanamo,DX,Cuba,"Guantanamo, Cuba",20.14318,-75.203478
960,XEHK,Guadalajara,Jalisco,Mexico,"Guadalajara, Mexico",20.659698,-103.349609
970,Radio Guama (970),Los Palacios,DX,Cuba,"Los Palacios, Cuba",22.585404,-83.248131
970,XEJ,Ciudad Juarez,Chihuahua,Mexico,"Ciudad Juarez, Mexico",31.69,-106.42
970,XERFR,Mexico City,Ciudad Mexico,Mexico,"Mexico City, Ciudad Mexico, Mexico",19.43263,-99.133178
980,CFPL,London,ON,Canada,"London, Canada",42.983612,-81.249725
980,CKNW,New Westminster,BC,Canada,"New Westminster, BC, Canada",49.206773,-122.910882
980,CJME,Regina,SK,Canada,"Regina, SK, Canada",50.447973,-104.615876
980,HJES,Cali,DX,Colombia,"Cali, Colombia",3.410843,-76.581213
980,HJJV,Cucuta,DX,Colombia,"Cucuta, Colombia",8.077619,-72.4689
980,Radio Coco (980),La Habana,DX,Cuba,"La Habana, Cuba",23.135305,-82.358963
981,Chaine 2,Alger,DX,Algeria,"Alger, Algeria",36.772933,3.058845
990,CBY,Corner Brook,NL,Canada,"Corner Brook, NL, Canada",48.95317,-57.947388
990,CBW,Winnipeg,MB,Canada,"Winnipeg, MB, Canada",49.895537,-97.138458
990,Radio Guama (990),Pinar Del Rio,DX,Cuba,"PINAR DEL RIO, Cuba",22.312447,-83.938483
990,XECL,Mexicali,Baja California,Mexico,"Mexicali, Baja California, Mexico",32.624531,-115.452604
990,XET,Monterrey,Nuevo Leon,Mexico,"Monterrey, Mexico",25.686613,-100.316116
990,XEIU,Oaxaca,Oaxaca,Mexico,"Oaxaca, Oaxaca, Mexico",17.060466,-96.725358
990,SER CADIZ,CADIZ,DX,Spain,"CADIZ, Spain",36.5298,-6.2947
999,RAI Radio,Volpiano,DX,Italy,"Volpiano, Italy",45.201451,7.778222
999,Radio Malta,Bizbizja,DX,Malta,"Bizbizja, Malta",35.931144,14.395163
999,TWR Europe,Grigoriopol / Maiac,DX,Moldova,"Grigoriopol / Maiac, Moldova",47.287961,28.567094
999,COPE,Madrid,DX,Spain,"Madrid, Spain",40.416782,-3.703507
999,Cope Madrid,Madrid,DX,Spain,"Madrid, Spain",40.416782,-3.703507
999,Gold East Midlands,Nottingham / Trowell,DX,United Kingdom,"Nottingham / Trowell, United Kingdom",52.955183,-1.248456
1000,CHHM,Toronto,ON,Canada,"Toronto, Canada",43.6532,-79.3832
1000,HJAQ,Cartagena,DX,Colombia,"Cartagena, Colombia",10.426557,-75.544167
1000,Radio Artemisa (1000),Artemisa,DX,Cuba,"Artemisa, Cuba",22.826523,-82.925932
1000,XEFV,Ciudad Juárez,Chihuahua,Mexico,"Ciudad Juárez, Chihuahua, Mexico",31.690798,-106.425321
1000,XEOY,Mexico City,Ciudad Mexico,Mexico,"Mexico City, Ciudad Mexico, Mexico",19.43263,-99.133178
1008,RADIO EXTREMADURA SER,BADAJOZ,DX,Spain,"BADAJOZ, Spain",38.8779,-6.9706
1008,United AM,Neede,DX,The Netherlands,"Neede, The Netherlands",52.135029,6.611339
1010,CBR,Calgary,AB,Canada,"Calgary, AB, Canada",51.045606,-114.057541
1010,CFRB,Toronto,ON,Canada,"Toronto, Canada",43.6532,-79.3832
1010,XEHL,Guadalajara,Jalisco,Mexico,"Guadalajara, Mexico",20.659698,-103.349609
1010,XECPHH,Huejutla,Hidalgo,Mexico,"Huejutla, Hidalgo, Mexico",21.14338,-98.388379
1010,XEPA,Puebla,Puebla,Mexico,"Puebla, Mexico",19.04334,-98.20193
1010,XETUX,Tuxpan,Veracruz,Mexico,"Tuxpan, Veracruz, Mexico",20.929834,-97.393662
1017,China Radio International,Changchun,DX,China,"Changchun, China",43.88442,125.3181
1017,CRI,Changchun,DX,China,"Changchun, China",43.88442,125.3181
1017,RNE 5,Burgos,DX,Spain,"Burgos, Spain",42.34485,-3.681248
1017,A3Z,Nuku'alofa,DX,Tonga,"Nuku'alofa, Tonga",-21.13434,-175.201808
1020,HJFQ,Pereira,DX,Colombia,"Pereira, Colombia",4.785461,-75.788322
1020,Radio Artemisa (1020),Bahía Honda,DX,Cuba,"Bahía Honda, Cuba",22.886089,-83.157066
1020,Radio Trinchera (1020),Baracoa,DX,Cuba,"Baracoa, Cuba",20.347787,-74.496865
1020,Radio Guama (1020),Santa Lucia,DX,Cuba,"Santa Lucia, Cuba",21.38535,-77.167118
1020,HRPN,Choluteca,DX,Honduras,"Choluteca, Honduras",13.37142,-87.071396
1020,XEPR,Poza Rica,Veracruz,Mexico,"Poza Rica, Veracruz, Mexico",20.532085,-97.453636
1026,IRIB Radio Tabriz,Azarshahr,DX,Iran,"Azarshahr, Iran",37.757664,45.978101
1026,Downtown Radio,Belfast / Knockbracken,DX,Northern Ireland,"Belfast / Knockbracken, Northern Ireland",54.536924,-5.908083
1026,BBC Radio Jersey BBC Radio South West,Trinity,DX,United Kingdom,"Trinity, United Kingdom",55.975794,-3.20531
1030,XEBCC,Ciudad del Campeche,Campeche,Mexico,"Ciudad del Campeche, Campeche, Mexico",18.653405,-91.84033
1030,XEROPJ,Lagos de Moreno,Jalisco,Mexico,"Lagos de Moreno, Jalisco, Mexico",21.53303,-101.819957
1030,XEQR,Mexico City,Ciudad Mexico,Mexico,"Mexico City, Ciudad Mexico, Mexico",19.43263,-99.133178
1035,CNR1,Multiple Sites,DX,China,"Multiple Sites, China",35.000074,104.999927
1035,Radio Eli,Tartu,DX,Estonia,"Tartu, Estonia",58.377953,26.729002
1040,CKST,Vancouver,BC,Canada,"Vancouver, BC, Canada",49.260872,-123.113952
1040,Radio Mayabeque (1040),Güines,DX,Cuba,"Güines, Cuba",22.837113,-82.028485
1040,XEHES,Chihuahua,Chihuahua,Mexico,"Chihuahua, Chihuahua, Mexico",28.636867,-106.076745
1040,XEPLE,Palenque,Chiapas,Mexico,"Palenque, Chiapas, Mexico",17.453161,-91.812124
1040,XESAG,Salamanca,Guanajuato,Mexico,"Salamanca, Guanajuato, Mexico",20.651136,-101.166767
1040,XEBBB,Zapopan,Jalisco,Mexico,"Zapopan, Jalisco, Mexico",20.72112,-103.391367
1044,Metro Plus,Hong Kong,DX,Hong Kong,"Hong Kong, Hong Kong",22.279297,114.162891
1044,SER,San Sebastion,DX,Spain,"San Sebastion, Spain",39.326068,-4.837979
1050,CJNB,North Battleford,SK,Canada,"North Battleford, SK, Canada",52.776186,-108.300476
1050,CHUM,Toronto,ON,Canada,"Toronto, Canada",43.6532,-79.3832
1050,XEBCS,La Paz,Baja California Sur,Mexico,"La Paz, Baja California Sur, Mexico",24.161995,-110.315853
1050,XED,Mexicali,Baja California,Mexico,"Mexicali, Baja California, Mexico",32.624531,-115.452604
1050,XEG,Monterrey,Nuevo Leon,Mexico,"Monterrey, Mexico",25.686613,-100.316116
1050,XEIP,Uruapan,Michoacán,Mexico,"Uruapan, Michoacán, Mexico",19.414727,-102.052265
1053,2CA,Canberra,DX,Australia,"Canberra, Australia",-35.297591,149.101268
1053,Talksport,Droitwich,DX,England,"Droitwich, England",52.26851,-2.148607
1053,JOBR,Nagoya,DX,Japan,"Nagoya, Japan",35.185105,136.899844
1053,SRR Radio Iași,Iași / Lețcani,DX,Romania,"Iași / Lețcani, Romania",47.259712,27.566456
1053,COPE CASTELLON,CASTELLON,DX,Spain,"CASTELLON, Spain",39.986355,-0.051325
1060,CKMX,Calgary,AB,Canada,"Calgary, AB, Canada",51.045606,-114.057541
1060,Radio 26 (1060),Jovellanos,DX,Cuba,"Jovellanos, Cuba",22.80516,-81.196847
1060,XERDO,Matamoros,Tamaulipas,Mexico,"Matamoros, Mexico",25.881016,-97.506487
1060,XECPAE,Mexico City,Ciudad Mexico,Mexico,"Mexico City, Ciudad Mexico, Mexico",19.43263,-99.133178
1062,HLKQ - KBS 1 Radio,Cheongu,DX,South Korea,"Cheongu, South Korea",35.868059,129.218069
1070,CHOK,Sarnia,ON,Canada,"Sarnia, ON, Canada",42.974382,-82.403533
1070,HJCG,Bogotá,DX,Colombia,"Bogota, Colombia",4.653382,-74.083633
1070,Radio Guama (1070),Guane,DX,Cuba,"Guane, Cuba",22.202023,-84.082915
1070,Radio Trinchera (1070),Guantánamo,DX,Cuba,"Guantánamo, Cuba",19.918556,-75.159326
1070,XEIT,Ciudad del Carmen,Campeche,Mexico,"Ciudad del Carmen, Campeche, Mexico",18.651739,-91.81492
1080,Radio Surco (1080),Ciego de Ávila,DX,Cuba,"Ciego de Ávila, Cuba",21.747669,-78.731492
1080,Radio Cadena Habana (1080),Villa María,DX,Cuba,"Villa María, Cuba",23.10248,-82.287114
1080,YSIM,San Miguel,DX,El Salvador,"San Miguel, El Salvador",13.48039,-88.17722
1080,XEPBPV,Puerto Vallarta,Jalisco,Mexico,"Puerto Vallarta, Jalisco, Mexico",20.640718,-105.220306
1080,XETUL,Tultitlán de Mariano Escobedo,Estado de México,Mexico,"Tultitlán de Mariano Escobedo, Mexico",19.6449845,-99.1687461
1080,RADIO HUESCA SER,Huesca,DX,Spain,"Huesca, Spain",42.136061,-0.029803
1089,Talksport,Droitwich,DX,England,"Droitwich, England",52.26851,-2.148607
1090,HJOM,Cartagena,DX,Colombia,"Cartagena, Colombia",10.426557,-75.544167
1090,HJBC,Cucuta,DX,Colombia,"Cucuta, Colombia",8.077619,-72.4689
1090,Radio Victoria (1090),Amancio,DX,Cuba,"Amancio, Cuba",20.827605,-77.578741
1090,HIJM,Santiago,DX,Dominican Republic,"Santiago, Dominican Republic",19.336389,-70.952128
1090,XEAU,Monterrey,Nuevo Leon,Mexico,"Monterrey, Mexico",25.686613,-100.316116
1090,XEHR,Puebla,Puebla,Mexico,"Puebla, Mexico",19.04334,-98.20193
1090,XEPRS,Rosarito,Baja California,Mexico,"Rosarito, Baja California, Mexico",32.365166,-117.055792
1090,Radio Vision (1090),Tumbes,DX,Peru,"Tumbes, Peru",-3.833333,-80.5
1090,YVSZ,Caracas,DX,Venezuela,"Caracas, Venezuela",10.506093,-66.914601
1098,V7AB,Majuro,DX,Marshall Islands,"Majuro, Marshall Islands",7.090992,171.381635
1098,Radio Jeddah,Dammam,DX,Saudi Arabia,"Dammam, Saudi Arabia",26.436782,50.103999
1100,Radio BBN,Vina Del Mar,DX,Chile,"Vina Del Mar, Chile",-33.024453,-71.551764
1100,HJAT,Barranquilla,DX,Colombia,"Barranquilla, Colombia",11.010192,-74.823179
1100,HJCN,Bogotá,DX,Colombia,"Bogotá, Colombia",4.653382,-74.083633
1100,HRND,La Esperanza,DX,Honduras,"La Esperanza, Honduras",14.308134,-88.176785
1100,XECPOG,Ometepec,Guerrero,Mexico,"Ometepec, Guerrero, Mexico",16.672643,-98.363031
1100,XETGO,Tlaltenango,Zacatecas,Mexico,"Tlaltenango, Mexico",21.78,-103.3
1107,JOCF MBC Minami Nihon Hoso,Kagoshima,DX,Japan,"Kagoshima, Japan",31.521587,130.547408
1107,RNE 5,Longrono,DX,Spain,"Longrono, Spain",39.326068,-4.837979
1110,Radio Angulo (1110),Holguin,DX,Cuba,"Holguin, Cuba",20.911558,-75.789198
1110,XERED,Mexico City,Ciudad Mexico,Mexico,"Mexico City, Ciudad Mexico, Mexico",19.43263,-99.133178
1120,YSLR,San Salvador,DX,El Salvador,"San Salvador, El Salvador",13.697629,-89.191156
1120,XERUY,Merida,Yucatan,Mexico,"Merida, Yucatan, Mexico",20.967076,-89.62374
1120,XEMX,Mexicali,Baja California,Mexico,"Mexicali, Baja California, Mexico",32.624531,-115.452604
1120,XEPOP,Puebla,Puebla,Mexico,"Puebla, Mexico",19.04334,-98.20193
1120,YNCP,Managua,DX,Nicaragua,"Managua, Nicaragua",12.154712,-86.273725
1120,WMSW,Hatillo,PR,Puerto Rico,"Hatillo, PR, Puerto Rico",18.407159,-66.795929
1125,Gold Sport,Hawke's Bay,DX,New Zealand,"Hawke's Bay, New Zealand",-39.525651,176.761146
1130,CKWX,Vancouver,BC,Canada,"Vancouver, BC, Canada",49.260872,-123.113952
1130,HJVA,Bogotá,DX,Colombia,"BOGOTA, Colombia",4.653382,-74.083633
1130,XECHAP,Chapingo,Estado de México,Mexico,"Chapingo, Estado de México, Mexico",19.341569,-98.844649
1130,XEFN,Uruapan,Michoacán,Mexico,"Uruapan, Michoacán, Mexico",19.414727,-102.052265
1130,Radio Nacional,Montevideo,DX,Uruguay,"Montevideo, Uruguay",-34.905892,-56.19131
1130,Radio Ideal,Maiquetia,DX,Venezuela,"Maiquetia, Venezuela",10.603162,-66.996677
1134,Radio Kuwait,Kabd-Sulaibi,DX,Kuwait,"Kabd-Sulaibi, Kuwait",29.273396,47.497948
1140,CHRB,High River,AB,Canada,"High River, AB, Canada",50.580192,-113.870933
1140,CBI,Sydney,NS,Canada,"Sydney, NS, Canada",46.138211,-60.194191
1140,Radio Rebelde (1140),Aguada,DX,Cuba,"Aguada, Cuba",21.188231,-76.585226
1140,Radio Mayabeque (1140),La Salud,DX,Cuba,"La Salud, Cuba",22.873244,-82.421861
1140,Radio Surco (1140),Morón,DX,Cuba,"Morón, Cuba",22.106715,-78.626974
1140,Radio Musica Nacional (1140),Santa Clara,DX,Cuba,"Santa Clara, Cuba",22.40694,-79.96472
1140,XEMR,San Nicolás de los Garza,Nuevo Leon,Mexico,"San Nicolás de los Garza, Nuevo Leon, Mexico",25.755802,-100.289648
1140,XETEC,Tecpatan,Chiapas,Mexico,"Tecpatan, Chiapas, Mexico",17.157247,-93.386512
1143,COPE JAEN,JAEN,DX,Spain,"JAEN, Spain",37.76922,-3.79028
1143,Taiwan Chü Yuyeh Kuangpo Tientai,Baisha/Chiangmei Tsun,DX,Taiwan,"Baisha/Chiangmei Tsun, Taiwan",23.973937,120.982018
1150,CJSL,Estevan,SK,Canada,"Estevan, SK, Canada",49.142808,-102.991075
1150,CKOC,Hamilton,ON,Canada,"Hamilton, ON, Canada",43.25608,-79.872858
1150,CKFR,Kelowna,BC,Canada,"Kelowna, BC, Canada",49.887918,-119.495902
1150,Radio Bayamo (1150),Bueycito,DX,Cuba,"Bueycito, Cuba",20.238163,-76.772714
1150,TGT,Ciudad de Guatemala,DX,Guatemala,"Ciudad de Guatemala, Guatemala",14.641614,-90.513284
1150,XEUAS,Culiacan,Sinaloa,Mexico,"Culiacan, Sinaloa, Mexico",24.797897,-107.393395
1150,XERM,Mexicali,Baja California,Mexico,"Mexicali, Baja California, Mexico",32.624531,-115.452604
1150,XEJP,Mexico City,Ciudad Mexico,Mexico,"Mexico City, Ciudad Mexico, Mexico",19.43263,-99.133178
1152,"6PB, ABC Newsradio",Busselton-Kealy,DX,Australia,"Busselton-Kealy, Australia",-33.65844,115.241483
1160,Caribbean Radio Lighthouse,Saint Mary,DX,Antigua,"Caribbean Radio Lighthouse, Saint Mary, Antigua",17.103715,-61.79045
1160,HJOC,Bogotá,DX,Colombia,"Bogota, Colombia",4.653382,-74.083633
1160,XEQIN,San Quintín,Baja California,Mexico,"San Quintín, Baja California, Mexico",30.561372,-115.938162
1160,OAX4C - Radio Onda Cero,Lima,DX,Peru,"Lima, Peru",-12.045981,-77.030591
1161,Canal 1,In Salah,DX,Algeria,"In Salah, Algeria",27.195033,2.482792
1170,HJNW,Cartagena,DX,Colombia,"Cartagena, Colombia",10.426557,-75.544167
1170,XERT,Reynosa,Tamaulipas,Mexico,"Reynosa, Tamaulipas, Mexico",26.092837,-98.27795
1170,Radio Capodistria,Beli Križ,DX,Slovenia,"Beli Križ, Slovenia",45.52,13.580047
1170,Sowt al-Jumhuriya,Al-Dhabbaya,DX,UAE,"Al-Dhabbaya, UAE",24.000249,53.999483
1179,SRR Radio România Actualități,Bacau,DX,Romania,"Bacau, Romania",46.556049,26.915356
1179,SER RADIOO CLUB TENERIFE,TENERIFE,DX,Spain,"TENERIFE, Spain",28.2916,16.6291
1180,Radio Rebelde (1180),Martí,DX,Cuba,"Martí, Cuba",22.945113,-80.916821
1180,XEUBS,La Paz,Baja California Sur,Mexico,"La Paz, Baja California Sur, Mexico",24.161995,-110.315853
1180,XEFR,Mexico City,Ciudad Mexico,Mexico,"Mexico City, Ciudad Mexico, Mexico",19.43263,-99.133178
1188,"HLKX, FEBC Korea",Daebu,DX,South Korea,"Daebu, South Korea",37.245242,126.580741
1190,LR9 - Radio Perfil,Llavallol,DX,Argentina,"Radio Perfil, Llavallol, Argentina",-34.996496,-64.967282
1190,CFSL,Weyburn,SK,Canada,"Weyburn, SK, Canada",49.665124,-103.854034
1190,XEPZ,Ciudad Juarez,Chihuahua,Mexico,"Ciudad Juarez, Mexico",31.69,-106.42
1190,XEMBC,Mexicali,Baja California,Mexico,"Mexicali, Baja California, Mexico",32.624531,-115.452604
1190,XECT,Monterrey,Nuevo Leon,Mexico,"Monterrey, Mexico",25.686613,-100.316116
1190,XEXQ,San Luis Potosi,San Luis Potosí,Mexico,"San Luis Potosi, Mexico",22.15,-100.97
1200,ZYK520 - Super Radio Brasila,São Paulo,DX,Brazil,"Radio Cultura Brasil, Brazil",-27.096507,-53.594602
1200,CFGO,Ottawa,ON,Canada,"Ottawa, ON, Canada",45.420878,-75.690111
1200,CJRJ,Vancouver,BC,Canada,"Vancouver, BC, Canada",49.260872,-123.113952
1200,Radio Sancti Spiritus (1200),Yaguajay,DX,Cuba,"Yaguajay, Cuba",22.326319,-79.235598
1200,Radio Ven,Santo Domingo,DX,Dominican Republic,"Santo Domingo, Dominican Republic",18.471386,-69.891844
1200,XECPAC,Jalpan,Querétaro,Mexico,"Jalpan, Querétaro, Mexico",20.512996,-100.344862
1210,ZYH711 - Super Radio Brasila,Brasilia,DX,Brazil,"Super Radio Brasila, Brasilia, Brazil",-10.333333,-53.2
1210,CFYM,Kindersley,SK,Canada,"Kindersley, SK, Canada",51.468709,-109.158136
1210,Radio Reloj (1210),Las Tunas,DX,Cuba,"Las Tunas, Cuba",21.088704,-76.812165
1210,Radio Sancti Spiritus (1210),Sancti Spiritus,DX,Cuba,"Sancti Spiritus, Cuba",21.726128,-79.613293
1210,XECOPA,Copainala,Chiapas,Mexico,"Copainala, Chiapas, Mexico",17.093021,-93.210211
1215,Absolute Radio,London,DX,United Kingdom,"London, United Kingdom",51.507446,-0.127765
1220,CJRB,Boissevain,MB,Canada,"Boissevain, MB, Canada",49.227773,-100.059412
1220,CFAJ,St. Catharines,ON,Canada,"St. Catharines, ON, Canada",43.157981,-79.2441
1220,Radio Caribe (1220),La Fe,DX,Cuba,"La Fe, Cuba",21.7437,-82.755675
1220,XEB,Mexico City,Ciudad Mexico,Mexico,"Mexico City, Ciudad Mexico, Mexico",19.43263,-99.133178
1220,XESAL,Saltillo,Coahuila,Mexico,"Saltillo, Coahuila, Mexico",25.423043,-100.992751
1224,COPE HUELVA,HUELVA,DX,Spain,"HUELVA, Spain",37.2664,-6.94
1230,LT2 - Radio Dos,Rosario,DX,Argentina,"Rosario, Argentina",-32.959361,-60.661702
1230,XETVH,Cunduacan,Tabasco,Mexico,"Cunduacan, Tabasco, Mexico",18.08729,-93.232136
1230,XEDKN,Guadalajara,Jalisco,Mexico,"Guadalajara, Mexico",20.659698,-103.349609
1230,XEIZ,Monterrery,Nuevo Leon,Mexico,"Monterrery, Nuevo Leon, Mexico",23.658512,-102.00771
1233,Milano XR,Milano,DX,Italy,"Milano, Italy",45.464194,9.189635
1240,CJOR,Osoyoos,BC,Canada,"Osoyoos, BC, Canada",49.033333,-119.466667
1240,XEWG,Ciudad Juarez,Chihuahua,Mexico,"Ciudad Juarez, Mexico",31.69,-106.42
1240,XEMEFM,Morelia,Michoacán,Mexico,"Morelia, Michoacán, Mexico",19.6546,-101.26238
1240,XERD,Pachuca,Hidalgo,Mexico,"Pachuca, Hidalgo, Mexico",20.116541,-98.741354
1242,Radio Sultanate of Oman,As Seeb,DX,Oman,"As Seeb, Oman",23.655325,58.057012
1250,CJYE,Oakvillw,ON,Canada,"Oakvillw, ON, Canada",61.066692,-107.991707
1250,CHSM,Steinbach,MB,Canada,"Steinbach, MB, Canada",49.525441,-96.685428
1250,XEDK,Guadalajara,Jalisco,Mexico,"Guadalajara, Mexico",20.659698,-103.349609
1250,WPGP,Pittsburgh,Tamaulipas,Mexico,"Pittsburgh, Tamaulipas, Mexico",23.658512,-102.00771
1250,XETEJ,Tejupilco,Estado de México,Mexico,"Tejupilco, Estado de México, Mexico",18.890632,-100.127859
1250,XEVREP,Veracruz,Veracruz,Mexico,"Veracruz, Veracruz, Mexico",19.200343,-96.138357
1251,Danko Radio,Szombathely,DX,Hungary,"Szombathely, Hungary",47.229118,16.618762
1260,CFRN,Edmonton,AB,Canada,"Edmonton, AB, Canada",53.546205,-113.491241
1260,CKHJ,Frederickton,NB,Canada,"Frederickton, NB, Canada",45.950084,-66.688838
1260,Radio Progreso (1260),Media Luna,DX,Cuba,"Media Luna, Cuba",20.147313,-77.435766
1260,Akashvani Ambikapur,Ambikapur,DX,India,"Ambikapur, India",23.122634,83.198189
1260,XEL,Mexico City,Ciudad Mexico,Mexico,"Mexico City, Ciudad Mexico, Mexico",19.43263,-99.133178
1260,XEZH,Salamanca,Guanajuato,Mexico,"Salamanca, Guanajuato, Mexico",20.651136,-101.166767
1260,XEJAM,Santiago Jamiltepec,Oaxaca,Mexico,"Santiago Jamiltepec, Oaxaca, Mexico",16.224763,-97.780752
1260,SER ALGECIRAS EAJ55,ALGECIRAS,DX,Spain,"ALGECIRAS, Spain",36.1333,5.4505
1260,Magic Radio,Cardif Wales,DX,United Kingdom,"Cardif Wales, United Kingdom",51.481655,-3.179193
1260,WHYM,Lake City,VI,US Virgin Islands,"Lake City, VI, US Virgin Islands",17.789187,-64.708057
1269,China Radio International - Indian Service,Xuanwei,DX,China,"Xuanwei, China",26.231132,104.100029
1269,Cope Barcelona,Barcelona,DX,Spain,"Barcelona, Spain",41.38258,2.177073
1270,LS11,Rosario,DX,Argentina,"Rosario, Argentina",-32.959361,-60.661702
1270,CJCB,Sydney,NS,Canada,"Sydney, NS, Canada",46.138211,-60.194191
1270,HJAR,Cartagena,DX,Colombia,"Cartagena, Colombia",10.426557,-75.544167
1270,XERPL,Leon,Guanajuato,Mexico,"Leon, Guanajuato, Guanajuato, Mexico",21.121965,-101.682977
1270,XEGL,Navojoa,Sonora,Mexico,"Navojoa, Sonora, Mexico",27.072187,-109.443823
1270,XEAZ,Tijuana,Baja California,Mexico,"Tijuana, Baja California, Mexico",32.53174,-117.019529
1278,Radio Sultanate of Oman,Bahla,DX,Oman,"Bahla, Oman",22.998473,57.316806
1278,Cope Barcelona,Barcelona,DX,Spain,"Barcelona, Spain",41.38258,2.177073
1278,UR1 Pershiy Kanal,Kuriose,DX,Ukraine,"Kuriose, Ukraine",49.487197,31.271832
1280,CFMB,Montreal,QC,Canada,"Montreal, Canada",45.50888,-73.561668
1280,CJTM,Toronto,ON,Canada,"Toronto, Canada",43.6532,-79.3832
1280,HJLR,Pasto,DX,Colombia,"Pasto, Colombia",1.214028,-77.27851
1280,XEAW,Monterrey,Nuevo Leon,Mexico,"Monterrey, Mexico",25.686613,-100.316116
1280,XEEG,Puebla,Puebla,Mexico,"Puebla, Mexico",19.04334,-98.20193
1280,XETUT,Tula,Tamaulipas,Mexico,"Tula, Tamaulipas, Mexico",22.947882,-99.805588
1287,Galei Tzahal,Haifa,DX,Israel,"Haifa, Israel",32.819122,34.998386
1290,CJBK,London,ON,Canada,"London, Canada",42.983612,-81.249725
1290,CFRW,Winnipeg,MB,Canada,"Winnipeg, MB, Canada",49.895537,-97.138458
1290,CJRC,Winnipeg,MB,Canada,"Winnipeg, MB, Canada",49.895537,-97.138458
1290,XEIX,Jiquilpan,Michoacán,Mexico,"Jiquilpan, Michoacán, Mexico",19.990166,-102.719196
1290,XECCBU,Salvatierra,Guanajuato,Mexico,"Salvatierra, Guanajuato, Mexico",20.192655,-100.865993
1296,Radio XL,Birmingham,DX,England,"Birmingham, England",52.479699,-1.902691
1296,Cope Valencia,Valencia,DX,Spain,"Valencia, Spain",39.469707,-0.376335
1300,XEP,Ciudad Juarez,Chihuahua,Mexico,"Ciudad Juarez, Mexico",31.69,-106.42
1300,XEXV,San Francisco del Rincon,Guanajuato,Mexico,"San Francisco del Rincon, Guanajuato, Mexico",21.016668,-101.854624
1300,XECPAD,Xalapa,Veracruz,Mexico,"Xalapa, Veracruz, Mexico",19.540834,-96.914637
1305,Premier Christian Radio,London,DX,England,"London, United Kingdom",51.507446,-0.127765
1305,RNE Radio 5,Ourense,DX,Spain,"Ourense, Spain",42.193963,-7.537124
1310,CIWW,Ottawa,ON,Canada,"Ottawa, ON, Canada",45.420878,-75.690111
1310,HJAK,Barranquilla,DX,Colombia,"Barranquilla, Colombia",11.010192,-74.823179
1310,Radio Enciclopedia (1310),Nueva Gerona,DX,Cuba,"Nueva Gerona, Cuba",21.884696,-82.803841
1310,XETIA,Guadalajara,Jalisco,Mexico,"Guadalajara, Mexico",20.659698,-103.349609
1310,XEAM,Matamoros,Tamaulipas,Mexico,"Matamoros, Mexico",25.869028,-97.502739
1310,XEVB,Monterrey,Nuevo Leon,Mexico,"Monterrey, Mexico",25.686613,-100.316116
1310,XEQRMD,Queretaro,Querétaro,Mexico,"Queretaro, Querétaro, Mexico",20.5923,-100.391742
1310,XEC,Tijuana,Baja California,Mexico,"Tijuana, Baja California, Mexico",32.53174,-117.019529
1320,CJMB,Mississauga,ON,Canada,"Mississauga, ON, Canada",43.588473,-79.643658
1320,CJMR,Oakville,ON,Canada,"Oakville, ON, Canada",43.447436,-79.666672
1320,CHMB,Vancouver,BC,Canada,"Vancouver, BC, Canada",49.260872,-123.113952
1320,Radio Artemisa (1320),Havana,DX,Cuba,"Havana, Cuba",23.135305,-82.358963
1320,XEARZ,Mexico City,Ciudad Mexico,Mexico,"Mexico City, Ciudad Mexico, Mexico",19.43263,-99.133178
1323,SRR Marosvasarhelyi Radio,Targu Mures,DX,Romania,"Targu Mures, Romania",46.544625,24.561196
1330,CJYM,Rosetown,SK,Canada,"Rosetown, SK, Canada",51.554815,-107.991286
1340,CINL,Ashcroft,BC,Canada,"Ashcroft, BC, Canada",50.721241,-121.283544
1340,Radio Divina,Vina Del Mar,DX,Chile,"Vina Del Mar, Chile",-33.024453,-71.551764
1340,XEDKT,Guadalajara,Jalisco,Mexico,"Guadalajara, Mexico",20.659698,-103.349609
1340,XENV,Monterrey,Nuevo Leon,Mexico,"Monterrey, Mexico",25.686613,-100.316116
1340,XECR,Morelia,Michoacán,Mexico,"Morelia, Michoacán, Mexico",19.6546,-101.26238
1350,LS6 - Radio Buenos Aires,Malvinas Argantinas,DX,Argentina,"Radio Buenos Aires, Malvinas Argantinas, Argentina",-34.996496,-64.967282
1350,CIRF,Brampton,ON,Canada,"Brampton, ON, Canada",43.685832,-79.759937
1350,CBKY,Kelowna,BC,Canada,"Kelowna, BC, Canada",49.887918,-119.495902
1350,CKAD,Middleton,NS,Canada,"Middleton, NS, Canada",44.942431,-65.068075
