callsign,frequency,site,state,county_state,latitude,longitude,county,county_label,county_geoid
WXJ43,162.550,Bootlegger Hill,MT,MT,47.606401,-111.318561,Cascade,Cascade County,30013
WXJ45,162.500,Deer Trail,CO,CO,39.594594,-103.990045,Arapahoe,Arapahoe County,08005
WXJ46,162.475,Miamisburg,IN,OH,39.658333,-84.316667,Montgomery,Montgomery County,39113
WXJ47,162.475,High Hill,OH,OH,39.836667,-81.770556,Muskingum,Muskingum County,39119
WXJ48,162.475,Gurdon,AR,AR,33.907389,-93.113056,Clark,Clark County,05019
WXJ49,162.550,Texarkana,AR,TX,33.448,-94.066833,Bowie,Bowie County,48037
WXJ50,162.550,Ft. Chaffee,AR,AR,35.294417,-94.305278,Sebastian,Sebastian County,05131
WXJ51,162.550,Bono,AR,AR,35.9039,-90.7706,Craighead,Craighead County,05031
WXJ52,162.475,Winslow,AR,AR,35.814333,-94.028194,Washington,Washington County,05143
WXJ53,162.525,Wauka Mtn.,GA,GA,34.509472,-83.806639,White,White County,13311
WXJ54,162.400,Star City,AR,AR,33.954306,-91.878972,Lincoln,Lincoln County,05079
WXJ55,162.550,Shinall Mtn.,AR,AR,34.799722,-92.499444,Pulaski,Pulaski County,05119
WXJ57,162.400,Mishawaka,IN,IN,41.616111,-86.192222,St. Joseph,St. Joseph County,18141
WXJ58,162.550,Fort Wayne,IN,IN,41.103611,-85.191111,Allen,Allen County,18003
WXJ60,162.475,Northwood,FL,FL,29.7094,-82.3903,Alachua,Alachua County,12001
WXJ61,162.425,La Russell,KS,MO,37.164222,-94.0053,Lawrence,Lawrence County,29109
WXJ62,162.550,Fort Davis,AK,AK,64.486667,-165.3025,Nome,Nome Census Area,02180
WXJ63,162.550,Valdez,AK,AK,61.130437,-146.352503,Chugach,Chugach Census Area,02063
WXJ64,162.550,Omen Lake,MN,MN,46.551944,-94.520833,Cass,Cass County,27021
WXJ65,162.450,Choctaw,AR,OK,34.245944,-94.783139,McCurtain,McCurtain County,40089
WXJ68,162.550,Monte Del Estado,PR,PR,18.1481,-66.9831,Maricao,Maricao Municipio,72093
WXJ69,162.400,Aguas Buenas,PR,PR,18.265,-66.085,Aguas Buenas,Aguas Buenas Municipio,72007
WXJ70,162.550,Melbourne,FL,FL,28.2283,-80.7567,Brevard,Brevard County,12009
WXJ71,162.475,East Peoria,IL,IL,40.628889,-89.57,Tazewell,Tazewell County,17179
WXJ72,162.450,Taylors Ridge,AL,GA,34.469028,-85.297306,Chattooga,Chattooga County,13055
WXJ73,162.550,Rock Island,IA,IL,41.51,-90.574444,Rock Island,Rock Island County,17161
WXJ75,162.400,Springfield,IL,IL,39.7833,-89.4461,Sangamon,Sangamon County,17167
WXJ76,162.550,Seymour,IL,IL,40.1058,-88.449667,Champaign,Champaign County,17019
WXJ78,162.550,Woman's Bay,AK,AK,57.7344,-152.5014,Kodiak Island,Kodiak Island Borough,02150
WXJ79,162.400,Ski Hill,AK,AK,60.549944,-145.749552,Chugach,Chugach Census Area,02063
WXJ80,162.550,Biorka Island,AK,AK,57.0472,-135.3669,Sitka,Sitka City and Borough,02220
WXJ81,162.550,Ester Dome,AK,AK,64.8789,-148.0558,Fairbanks North Star,Fairbanks North Star Borough,02090
WXJ83,162.400,Wrangell,AK,AK,56.472495,-132.386953,Wrangell,Wrangell City and Borough,02275
WXJ84,162.400,Charleston,WV,WV,38.356833,-81.605333,Kanawha,Kanawha County,54039
WXJ85,162.550,Bridgeport,WV,WV,39.300003,-80.291309,Harrison,Harrison County,54033
WXJ86,162.550,LaCrescent,IA,MN,43.804722,-91.368333,Houston,Houston County,27055
WXJ87,162.550,Middleton Junction,WI,WI,43.055833,-89.535,Dane,Dane County,55025
WXJ88,162.400,Wheeler,WI,WI,45.046944,-91.863333,Dunn,Dunn County,55033
WXJ89,162.475,Marathon,WI,WI,44.9206,-89.6919,Marathon,Marathon County,55073
WXJ91,162.525,Madisonville,KY,KY,37.190278,-87.513056,Hopkins,Hopkins County,21107
WXJ92,162.500,Macomb,IL,IL,40.427778,-90.682778,McDonough,McDonough County,17109
WXJ93,162.400,Cridersville,OH,OH,40.634167,-84.208056,Auglaize,Auglaize County,39011
WXJ94,162.550,Green Hill,DE,DE,38.6269,-75.2317,Sussex,Sussex County,10005
WXJ95,162.400,Summerland Key,FL,FL,24.6598,-81.5383,Monroe,Monroe County,12087
WXJ96,162.550,Monroe,LA,LA,32.527694,-92.102222,Ouachita,Ouachita Parish,22073
WXJ97,162.400,Lake View,LA,LA,32.575806,-93.8686,Caddo,Caddo Parish,22017
WXJ98,162.400,Amistad Village,TX,TX,29.4681,-101.01145,Val Verde,Val Verde County,48465
WXK20,162.550,Paris,OK,TX,33.6164,-95.547111,Lamar,Lamar County,48277
WXK22,162.475,Sherman/Denison,OK,TX,33.702833,-96.56825,Grayson,Grayson County,48181
WXK23,162.550,Lufkin,TX,TX,31.296111,-94.714167,Angelina,Angelina County,48005
WXK24,162.450,Odell,IL,IL,40.9925,-88.598056,Livingston,Livingston County,17105
WXK25,162.475,COMANCHE PEAK,NM,TX,31.796111,-106.483056,El Paso,El Paso County,48141
WXK26,162.475,Laredo,TX,TX,27.5203,-99.5222,Webb,Webb County,48479
WXK27,162.400,Austin,TX,TX,30.3219,-97.8033,Travis,Travis County,48453
WXK28,162.475,Beaumont,TX,TX,30.13327,-94.11866,Jefferson,Jefferson County,48245
WXK29,162.400,Clyde,TX,TX,32.275556,-99.590278,Callahan,Callahan County,48059
WXK30,162.550,College Station,TX,TX,30.6431,-96.3314,Brazos,Brazos County,48041
WXK31,162.475,Wichita Falls,OK,TX,33.881972,-98.601611,Wichita,Wichita County,48485
WXK32,162.400,Odessa,TX,TX,31.845186,-102.469992,Ector,Ector County,48135
WXK33,162.550,San Angelo,TX,TX,31.623278,-100.437722,Tom Green,Tom Green County,48451
WXK34,162.400,Victoria,TX,TX,28.8356,-97.116667,Victoria,Victoria County,48469
WXK35,162.475,Moody,TX,TX,31.314833,-97.326972,McLennan,McLennan County,48309
WXK36,162.475,Lindale,TX,TX,32.4856,-95.4831,Smith,Smith County,48423
WXK37,162.475,Big Spring,TX,TX,32.2818,-101.493099,Howard,Howard County,48227
WXK38,162.550,Amarillo,TX,TX,35.374889,-101.882611,Potter,Potter County,48375
WXK40,162.400,Janesville,MN,MN,44.087722,-93.701778,Waseca,Waseca County,27161
WXK41,162.475,Viola,MN,MN,44.0625,-92.351944,Olmsted,Olmsted County,27109
WXK42,162.475,Fargo,MN,ND,47.012417,-97.195056,Cass,Cass County,38017
WXK43,162.550,Thief River Falls,MN,MN,48.119924,-96.205269,Pennington,Pennington County,27113
WXK44,162.475,New London,MN,MN,45.3428,-95.007917,Kandiyohi,Kandiyohi County,27067
WXK45,162.550,Little Fork,MN,MN,48.389722,-93.55,Koochiching,Koochiching County,27071
WXK46,162.475,Sharps Ridge,TN,TN,35.9991,-83.9497,Knox,Knox County,47093
WXK47,162.550,Holston Mtn.,NC,TN,36.4429,-82.1203,Carter,Carter County,47019
WXK48,162.550,Chattanooga,GA,TN,35.2072,-85.2864,Hamilton,Hamilton County,47065
WXK49,162.475,Memphis,AR,TN,35.181278,-89.832306,Shelby,Shelby County,47157
WXK52,162.400,Cohutta Mtn.,GA,GA,34.751667,-84.715,Murray,Murray County,13213
WXK53,162.550,Pelham,GA,GA,31.1358,-84.1044,Mitchell,Mitchell County,13205
WXK54,162.550,Wrens,GA,GA,33.2592,-82.285833,Jefferson,Jefferson County,13163
WXK56,162.400,Neese,GA,GA,34.0836,-83.322111,Madison,Madison County,13195
WXK57,162.550,Bechtold Hill,MT,MT,46.239167,-104.335,Fallon,Fallon County,30025
WXK58,162.550,Slide Mtn.,CA,NV,39.3131,-119.8836,Washoe,Washoe County,32031
WXK60,162.550,Norton Hill,TN,TN,35.529694,-88.777083,Madison,Madison County,47113
WXK61,162.400,Anderson,TN,TN,36.171333,-85.231278,Overton,Overton County,47133
WXK62,162.400,McEwen,TN,TN,36.110556,-87.667222,Humphreys,Humphreys County,47085
WXK63,162.475,Beech Grove,TN,TN,35.7025,-86.195833,Cannon,Cannon County,47015
WXK64,162.425,Battle Mountain,NE,SD,43.455278,-103.445556,Fall River,Fall River County,46047
WXK65,162.475,Sandston,VA,VA,37.503056,-77.541667,Chesterfield,Chesterfield County,51041
WXK66,162.400,Hogback Mtn.,MT,MT,46.826389,-111.709167,Lewis and Clark,Lewis and Clark County,30049
WXK67,162.550,San Antonio,TX,TX,29.685389,-98.449611,Bexar,Bexar County,48029
WXK68,162.550,Doe Point,ID,ID,43.754611,-116.095,Boise,Boise County,16015
WXK69,162.400,Monti Bay,AK,AK,59.510673,-139.671921,Yakutat,Yakutat City and Borough,02282
WXK71,162.475,GA Forrestry Comm.,GA,GA,32.805278,-83.538889,Bibb,Bibb County,13021
WXK72,162.400,Brazil,IN,IN,39.568333,-86.886944,Putnam,Putnam County,18133
WXK73,162.400,Painesdale,MI,MI,47.035556,-88.695278,Houghton,Houghton County,26061
WXK74,162.475,Yeoman,IN,IN,40.668889,-86.695556,Carroll,Carroll County,18015
WXK75,162.475,Hasty,GA,GA,31.221389,-82.573333,Ware,Ware County,13299
WXK76,162.400,Mt Elden,AZ,AZ,35.2414,-111.5975,Coconino,Coconino County,04005
WXK78,162.475,Jena,LA,LA,31.63906,-92.20532,LaSalle,LaSalle Parish,22059
WXK79,162.400,New Deal,TX,TX,33.7372,-101.7492,Lubbock,Lubbock County,48303
WXK80,162.550,Youngsville,LA,LA,30.04863,-91.99683,Vermilion,Vermilion Parish,22113
WXK81,162.400,Rossman Rd.,MI,MI,42.4428,-84.572429,Ingham,Ingham County,26065
WXK82,162.475,Hannibal,IL,MO,39.729944,-91.4055,Marion,Marion County,29127
WXK83,162.475,Fort Myers,FL,FL,26.62966,-81.8103,Lee,Lee County,12071
WXK83A,162.500,Avon Park,FL,FL,27.561928,-81.49364,Highlands,Highlands County,12055
WXK84,162.400,Fort Dodge,IA,IA,42.456778,-94.221889,Webster,Webster County,19187
WXK85,162.400,Oklahoma City,OK,OK,35.5681,-97.489111,Oklahoma,Oklahoma County,40109
WXK86,162.550,Lawton,OK,OK,34.591902,-98.548877,Comanche,Comanche County,40031
WXK87,162.525,Arapaho,OK,OK,35.582833,-98.989389,Custer,Custer County,40039
WXK88,162.400,Syme Hill / Ontario OR,ID,ID,43.948139,-116.928722,Payette,Payette County,16075
WXK89,162.550,Dutch Harbor,AK,AK,53.8891,-166.533852,Aleutians West,Aleutians West Census Area,02016
WXK90,162.450,Chesterfield,NC,SC,34.646197,-79.945287,Chesterfield,Chesterfield County,45025
WXK91,162.475,Maple Hill,KS,KS,39.006028,-96.049389,Wabaunsee,Wabaunsee County,20197
WXK92,162.400,Ellsworth,KS,KS,38.8136,-98.1694,Ellsworth,Ellsworth County,20053
WXK93,162.475,Ensign,KS,KS,37.641222,-100.344722,Gray,Gray County,20069
WXK94,162.550,Concordia,KS,KS,39.4389,-97.7053,Cloud,Cloud County,20029
WXK95,162.400,Erie,KS,KS,37.573167,-95.220167,Neosho,Neosho County,20133
WXK96,162.400,Colby,KS,KS,39.4808,-100.91,Thomas,Thomas County,20193
WXK97,162.500,Sudlersville,DE,MD,39.175389,-75.918278,Queen Anne's,Queen Anne's County,24035
WXK98,162.550,Winchester Grade,ID,ID,46.33,-116.632778,Nez Perce,Nez Perce County,16069
WXL22,162.425,Tiskilwa,IL,IL,41.285556,-89.598889,Bureau,Bureau County,17011
WXL23,162.525,Terry Peak,MT,SD,44.328056,-103.834444,Lawrence,Lawrence County,46081
WXL25,162.400,Point Six Mtn.,MT,MT,47.0403,-113.9878,Missoula,Missoula County,30063
WXL26,162.475,Port O'Connor,TX,TX,28.438472,-96.448778,Calhoun,Calhoun County,48057
WXL27,162.550,Emerald Hills,MT,MT,45.805833,-108.349444,Yellowstone,Yellowstone County,30111
WXL28,162.550,West Twin Peak,NV,NV,40.915278,-115.819167,Elko,Elko County,32007
WXL29,162.400,Winnemucca Mtn.,NV,NV,41.011111,-117.7675,Humboldt,Humboldt County,32013
WXL30,162.400,Mt. Lemmon,AZ,AZ,32.440778,-110.788139,Pima,Pima County,04019
WXL31,162.550,Makyes Rd.,NY,NY,42.966667,-76.200278,Onondaga,Onondaga County,36067
WXL32,162.400,Signal Hill,MT,MT,48.031389,-106.315833,McCone,McCone County,30055
WXL33,162.550,Atomic City,ID,ID,43.500833,-112.663333,Bingham,Bingham County,16011
WXL34,162.550,New Scotland,MA,NY,42.636944,-74.001667,Albany,Albany County,36001
WXL35,162.400,Jerome,ID,ID,42.7303,-114.413389,Jerome,Jerome County,16053
WXL36,162.550,Boulder City,NV,NV,35.9969,-114.862778,Clark,Clark County,32003
WXL37,162.475,Illinois Mtn.,CT,NY,41.7192,-73.996389,Ulster,Ulster County,36111
WXL38,162.475,Binghamton,NY,NY,42.0611,-75.9456,Broome,Broome County,36007
WXL39,162.400,Allentown,NJ,PA,40.565,-75.4406,Lehigh,Lehigh County,42077
WXL40,162.550,Blue Mtn.,PA,PA,40.345235,-76.868997,Dauphin,Dauphin County,42043
WXL41,162.475,Buras,LA,LA,29.35545,-89.52424,Plaquemines,Plaquemines Parish,22075
WXL42,162.400,Sauratown Mtn. ,NC,NC,36.37748,-80.3639,Stokes,Stokes County,37169
WXL43,162.550,Penobscot Knob,PA,PA,41.182778,-75.873889,Luzerne,Luzerne County,42079
WXL44,162.500,Ozona,TX,TX,30.739861,-101.270528,Crockett,Crockett County,48105
WXL45,162.400,Fulton,MO,MO,38.8786,-91.981778,Callaway,Callaway County,29027
WXL46,162.400,Fordland,MO,MO,37.2192,-92.9492,Webster,Webster County,29225
WXL47,162.400,Idalia/Sikeston,MO,MO,36.9022,-89.8881,Stoddard,Stoddard County,29207
WXL48,162.475,Drummond,OK,OK,36.287667,-98.03675,Garfield,Garfield County,40047
WXL49,162.475,McAlester,OK,OK,34.976528,-95.717028,Pittsburg,Pittsburg County,40121
WXL50,162.475,Saint Pauls,NC,NC,34.797498,-79.044835,Robeson,Robeson County,37155
WXL51,162.500,Holland,MI,OH,41.625556,-83.711111,Lucas,Lucas County,39095
WXL52,162.550,Clearfield,PA,PA,41.122592,-78.44116,Clearfield,Clearfield County,42033
WXL53,162.400,Squaw Butte,MT,MT,48.494364,-109.714889,Hill,Hill County,30041
WXL54,162.400,Gov't. Hill,MT,MT,46.404444,-105.663333,Custer,Custer County,30017
WXL55,162.400,Montoursvil,PA,PA,41.190185,-76.979783,Lycoming,Lycoming County,42081
WXL56,162.400,Asheville,NC,NC,35.425556,-82.756944,Haywood,Haywood County,37087
WXL57,162.550,Johnston,IA,IA,41.8094,-93.621583,Polk,Polk County,19153
WXL58,162.550,Durham,NC,NC,35.866944,-79.1669,Chatham,Chatham County,37037
WXL59,162.475,Tarboro,NC,NC,35.9014,-77.7831,Edgecombe,Edgecombe County,37065
WXL60,162.475,Poor Mtn.,NC,VA,37.19917,-80.1494,Roanoke,Roanoke County,51161
WXL61,162.475,Cedar Rapids,IA,IA,41.909167,-91.654722,Linn,Linn County,19113
WXL62,162.475,Lawton,IA,IA,42.482139,-96.258306,Woodbury,Woodbury County,19193
WXL63,162.500,Laketown,ID,UT,41.8825,-111.269167,Rich,Rich County,49033
WXL64,162.400,Jamestown,IA,WI,42.5286,-90.613889,Grant,Grant County,55043
WXL65,162.400,St. Cloud,MN,MN,45.577278,-94.204667,Stearns,Stearns County,27145
WXL66,162.450,Fox,AR,AR,35.813111,-92.290028,Stone,Stone County,05137
WXL67,162.475,Angora,NE,NE,41.84,-103.055,Morrill,Morrill County,31123
WXL68,162.550,Sutherland,NE,NE,41.021111,-101.1525,Lincoln,Lincoln County,31111
WXL69,162.400,Cave Mtn.,NV,NV,39.163611,-114.614167,White Pine,White Pine County,32033
WXL70,162.475,Spencer Mtn.,NC,NC,35.297222,-81.114722,Gaston,Gaston County,37071
WXL71,162.525,Abilene,KS,KS,38.797111,-97.217083,Dickinson,Dickinson County,20041
WXL72,162.475,Jefferson,AL,AL,32.362389,-87.87525,Marengo,Marengo County,01091
WXL73,162.475,Bassett,NE,NE,42.338056,-99.488056,Rock,Rock County,31149
WXL74,162.400,Giltner,NE,NE,40.772222,-98.0895,Hamilton,Hamilton County,31081
WXL75,162.475,Atlanta,NE,NE,40.384833,-99.458833,Phelps,Phelps County,31137
